Feature3,Feature4,Feature6,Feature7,Feature9,Feature14,Feature21,Feature22,Feature23,Feature24,Feature34,Feature38,Feature52,Feature58,Feature59,Feature61,Feature62,Feature65,Feature69,Feature81,Feature82,Feature96,Feature97,Feature100
8.748418130271972e-4,0.010658045567602486,0,0.439406529639307,0,0.009159141483644353,0.002632712027130759,0,0.022530515291765713,0.011124511107454774,0,0,0.028199930952633578,0,0.04222602670815437,0,0.0040721939769545155,0,7.917220669356307e-6,0.1564887203558166,0.09483928614497059,0.08423877309064395,0.011297828878934942,0.08224302574128978
4.038839908470502e-4,0.17948025134094325,0,0.018726872316854944,1.2597275230290448e-4,2.275395251658379e-4,0,0,0.0020391751088870945,0,1.299834047395325e-4,0.0011404203429113441,0.0024526465371445256,2.8231354271315455e-4,0,0.011283914212862492,0.0587798690096512,9.600778949114794e-4,0.1732258128134615,0.5037408035875761,0.029801015466775712,0,0.0035705179196110475,0.013628930232640852
0.005021662789857336,0.004404823497242365,1.5091612331901197e-4,0,7.887075035071676e-4,0.006979097492098364,0,0.004631335361225765,0.933093852228207,0,0,1.854780488441113e-4,3.808175067219442e-5,1.7291658865735493e-5,0.001842914056358811,0,4.212886117175182e-4,4.913101874043221e-4,3.2947252580230483e-4,0,0.03544071671863571,0,0,0.006163051446242366
1.616281259177707e-4,0.00470139913104665,2.785486673518762e-4,0.023247678895712637,0.005179586317913559,0.003941069322220789,0.014937807070673614,0.01715485972040577,0,0,0.001425450660878089,0,8.44409141601624e-5,1.8732894068843723e-4,0.001942503416602318,0.4921183244802394,5.039248796890521e-4,2.5662401845404065e-4,0,0.021336934146674924,0.005174658226110943,0.00927369870878491,0.3857617846125103,0.012331749743964674
0.003941518941143841,0,0,0,6.565063791221341e-4,0.0024226281682428676,0.03553451772348284,0.04802752705227647,0,0.024019015299029944,5.007391801165207e-4,0.18159978489290662,5.447170648297293e-4,0,0.0012614541660003718,0,0.008353586730402648,0.0017004002919397399,0,0.144789660555352,0.23920074100385907,0,0.2678089351430801,0.03963826740821509
0.008490348239551977,0.007546422244120534,0.005232459185780654,0.18302593809675996,0.002110235303495892,0.06046003503493457,0.009566806395095825,0,0.0021967901755159083,9.966778056693145e-4,3.4839681998608804e-4,0,0,0,3.119906813930813e-4,0.05709295521365144,0.38893020317471916,0.004669820251376097,0,0,0.2690209213779495,0,0,0
9.292031140768895e-4,0.013620298533051124,0.0017335105284511695,0.0032457578118774227,0.014501842767508318,0.00917867990368769,0.003309807549605252,0.010771787783774474,2.6169173559109946e-4,0,8.479237153222734e-4,0,0.004145614892477041,2.6309273352669434e-5,0.06543403221640065,0.06414895981281285,0.026213819986844692,4.676371621450911e-4,0,0.02988174519639575,0.14941908158335646,0,0.26566893321736484,0.3361933632159043
0.03233138299177012,0.0821344531726439,0.004480391271122436,0.6660659155950018,0.024904792712692015,0.0058697524942774365,0.0036233923852200148,0.04301843768047032,0,0.008271151946252156,0,0,3.3149342622892984e-4,0,0.004587735130549151,0.011998137166713418,0.019987033863812245,0.005116060208524606,0.0015512719069300004,0.008860953375160725,0.010115717757440617,0.05458452678863135,0,0.012167400126558824
0.003138779523716341,0.033625231938968915,0.0018583968960576703,0.004099357286638538,0.016346673980303407,0.004157255956011845,0.012991230663099165,0.003269947853797653,0.003956267639429747,0.011779711935958961,0.0018722233895959119,0.029524917038976927,0.0013826234467139123,0,0.03224778087993219,0.067147742160737,0.34381152679877547,0.003605676989262435,0,0.032242059858414815,0.012805983488864924,0.27440722144479746,0.0021540801666807283,0.10357531066326595
0.0023711169901212735,0.015838045087352075,3.3121729532842857e-4,0.11881257765560813,0,0,0,0,0.008815389135069681,0.0014366753575045686,6.940828394472695e-5,0,0,0.0024907078782739254,0.005544941470299426,0.4173588702363586,0.30335986229231615,0.0011001929488426555,0,0.07879858518640251,0,0,3.5206354788950206e-4,0.04332034663468841
0.0027051069889707296,0,0,0.002216326227387079,0.008066663442985693,0.012982293578026534,0.1031658029760003,0.060415353544008885,1.081245187514101e-4,0,0,0.004781107833360411,7.205211600879049e-4,9.150644652857011e-4,2.1618791198586295e-4,0.287104654463624,0.11773080898051244,9.203712367068041e-4,3.79220166937982e-5,0.37559810654508874,0,0,0,0.02231558411052376
0.003936782730862704,0,9.022812096980489e-4,0,0.006067212709856964,0.01824191305300223,0.0036951200657195558,0.01598315509876705,0.6550913400525376,0.0034242304093720826,0.0034832783293732342,0.01858287465858234,0.004058201352193832,0,0.022711247260089495,0,0.07382658337332004,0.0052368796515694475,8.2389252729115e-4,0.029379698375525277,0,0.12479319535251548,0.0028132951046407296,0.006948818685082731
0.0010629013961646204,0.011250112114166586,0,0.3753679770172914,7.238484087865336e-5,0,0,0.018735801329340163,9.4991469009723e-4,0.001489575285877191,0,0.02778770266611217,2.695049324651627e-4,0.007461486479812874,0.009200523124863028,0,0,6.554158975829902e-4,0,0,0.009839178502319438,0,0,0.5358575217230285
0.01563180124246103,0.0013473927636761492,4.275302232443588e-5,0,0,5.808284873066566e-5,0,0.04945942402800852,0.9063143830951711,6.970360118526155e-4,0,0,1.953482121025779e-4,0,0.008051907899528327,0,0.0028965628303587844,0.005469320815062488,0,0,0.009835987230723282,0,0,0
0,2.605868481629225e-4,0,0.0015160998096549274,0,3.09438467244963e-4,7.67636515223819e-5,0,0,0,1.129971256650399e-5,7.077783627751671e-6,0,8.628973568716645e-5,0.037904344802857017,0.06219460380625508,0.0013094469136711298,1.0089177947783356e-5,0.00847231992071808,0,0.00682424090196531,0,0.8786667840513276,0.002350614416791365
0.029506061311226798,0.004348425854016578,0.010237684625281103,0.07825555717539373,0.03281089837855412,0.002854567635657819,0.027392763993334006,0.013988843678316076,0.015674016006361084,0.008932441057465304,6.76090630409744e-4,0,0.03310397344219939,0,0,0.6299422475110129,0,0.0025983855277531506,0,0,0.005968931045674676,0,0.08811458141834073,0.015594530709002734
0,0,1.7807005244884047e-4,0.008419206872800202,2.4956646892423186e-5,0,0.0018639692346370652,0.010489518972757765,0,3.9259235477564217e-4,2.4197705511537666e-4,0.023161023885350775,6.159161239243756e-5,0.0037318509211384477,0.0011912958666100066,0.9416469947349858,9.633337658137659e-4,3.513547771978169e-5,5.545285198313059e-5,0,0.005329960669022124,0,0,0.002213069025556425
5.039000099601703e-4,0.14531631309045645,0,0,0.0032447152408993595,0.001982731198991634,0.0038080330433671993,0,0.014487938707614232,0,0.0019178710407017085,0,0,0,0.0023525305435357032,0,0.1638340466499454,0.0021295511030975235,0,0.04749225360938784,0.20547335270042758,0.0066612461968251725,0.30203443115485606,0.09876108570993405
0,0.012515198966948285,0.0011134602649886622,0.6563987658172111,0.0024743898375614464,9.627171490509367e-4,0.005743075734477545,9.368166668777539e-4,0.0012821420498917786,4.968611238182587e-4,0.0022355766034132716,0,0,0.0029212646345290853,0.0016036823740907067,0,0,0.0105626023112063,0,0.026781970396389184,0.004248587889415694,0.013153877067905988,0.03539299236900998,0.22117601874321394
3.180668600072962e-4,0.0012143191365749488,3.985179044518854e-4,0.6908860380923438,0.001557539737789406,3.19350240341071e-4,5.915460477127767e-4,0,0.09121174327404286,0,1.4649668147183158e-4,0,0.0016264880878701044,8.227224080374298e-5,8.751948734873723e-4,0.1629960634512731,0.01845609918292182,6.483199806973261e-4,0,0,0,0.008741304262545721,0.01061051442381105,0.009320125521853762
0,0.07856027238787039,0,0.012621472579335396,0.014640663702209749,0.1502552087650774,0,0.03477175457003646,0,0.0015461127869793876,0.0028722478630746236,0,0.28196437581396167,0,0.013787778299573509,0.3134020777018692,0.007681791728859458,6.316064370071408e-4,0,0.052030412312487506,0,0,0,0.03523422505165815
4.419436665351344e-4,0.01844254639921777,0.0017038363704435166,0.2221126736123727,0,0,0.003140335770120501,0,0,0.005625109512532598,0.006042942683048081,0.007743974808074516,5.102667062488928e-4,0,2.0814091501199897e-4,0.05230505554031907,0.001475186545213596,2.3920346406234403e-4,0.0028404523209679886,0,0.02971636361413199,0,0,0.6474519680716994
1.7323178231209988e-4,0.007874824150365166,0,0.7829266597527837,1.1762575135167799e-4,3.2841730623875404e-4,0.025345360027353228,0,0.16419013421551215,0.0027435732617051784,1.2258800743761598e-4,0.003724800326534547,1.20852731079892e-5,2.392809452994648e-4,0.0030602202462538214,0,0,1.4102969212811698e-4,0,0.0011798059196572218,0.0018386647018769887,0,0.005833875862897675,1.478227771845882e-4
0.033382246532333085,0.007873423376857683,0.0036045196883553333,0.02582122635223096,0.006137227103205345,0,0,0,0.27799133047089036,0.0030293428340847344,2.789782107545587e-5,0.005548647357030143,4.553561060071404e-4,0.0010399699104073359,0.006173997050126929,0.12706352139205862,0,0,0,0.43909492460114563,0.0075550621927965534,0,0,0.05520130721139467
0.30880080584519315,0.00870011844043536,0.0011018106914632883,0.11543479827210049,4.495438738916548e-4,0.004566613018776875,0.0016623466766147823,0.12043077442156477,0,0.10055564271677397,0.0031918973894750936,0,0,0,0.01818542094930952,0,0.05065170468301942,0.002165823331652078,0.001247904433346521,0.006043049223468086,0.14608994141054144,0,1.150150509968803e-4,0.11060678957137658
3.302933827800258e-4,0.0020650889205257863,9.646390107402043e-4,0.09938210779071197,2.119534609589945e-4,0.0013683176494152201,3.999504865514269e-4,0.014479758964306526,0.7755556516855933,4.2903277506755206e-4,1.2206678086219102e-5,0,0.0013036775179013306,5.1576847216681523e-5,6.279445099135541e-5,0,3.615410944241278e-5,2.5342452481815885e-4,0.0035723337969710335,0.014180399144844431,0.011687780213604393,0.0026902370990763845,0,0.07096262149039662
0.14339424832248382,0.04416343960190471,0,0,9.339777039525561e-4,0.0028982244624485404,0.009615706987098214,0,0.46898541314864256,0.009592089394846424,2.6006643434915006e-4,0,0.03195273959679353,0.007227793309226031,0,0,0.03154399490175637,0.0026397986912550086,0,0,0.02287550369299802,0.07464468852460941,2.1176660641723615e-4,0.14906054862121845
0.001700926666286055,0.1607439245543784,0,0,0.022563243032326527,0.05758284957817259,0,0,0.022718197684318042,0.02422619327810336,6.892664424123558e-4,0,0,0.004642975949501394,0.008123349312791387,0.0340467123611175,0.5837761260838789,0.00400259481659926,0,0.01894435185062837,0.0026916273557425173,0.05284247234599752,7.051886877457786e-4,0
0.0014216626529525499,0.06175184339331346,0,0.011477393713612866,7.356101427946382e-5,6.697782951607167e-4,0,0,0.3644458139505235,3.790644183672334e-4,0.015001550447299264,4.709938948421647e-4,0,0,9.333033072501079e-4,0.4898827683646943,0,2.951670735451991e-4,0,0.007005554549163832,0.0016788779176835332,0,0.03268157295867338,0.011831094048638323
0.009555660050864194,0.023263660079927397,2.5458066896480544e-4,0,0.031929262282479366,0.0018806025516677775,0,0,0.0014452244891816242,0,0.0031816516408227657,0.06485847710925952,0.011471276662302958,0.08446914105729349,0.39023874452611773,0,0.1753269069953838,0.001544631200972827,1.7723756943133566e-5,0,0.020006458654829525,0.029507654377610184,0.024700665019817963,0.126347678875561
7.81865273163234e-5,0.016664616498058584,0.005644316815122385,0,2.1572484385192904e-4,0,0,0.008207482931142348,0.06776240975219813,0.008624347879043868,0.0010971815633890702,0,6.597181472743193e-4,5.397587831908846e-4,7.153528924304851e-4,0.10727635229416112,0.1460255668321615,1.339947103503495e-4,0.3775112168075973,0.02291918045494148,5.246038028893612e-4,0,0.007649840975557327,0.22775014748932323
0.0021493963736046178,0.11584266573957756,0,0,0.032392454146673515,3.637421837878092e-4,0,0,0.04135383758659943,0.10878165961531748,0.002089470425291557,0,0.0018224966382471301,0,6.211329863479137e-4,0,0.06076443589346732,0.027548780543269404,1.490517112415985e-4,0.01463649743767886,0.07583453152043187,0,0.27700696782848055,0.2386428793699834
4.773595690097175e-4,0.0036376913812751536,0,0.022042375386045972,0.0019642986951901326,0,6.51725355536792e-4,0,0.002183769788551022,0.0030872124745576096,4.6146674804830085e-5,0,1.4069972529516574e-4,0,4.346659935002824e-4,0,0.0016340231220004526,5.676988695164479e-4,0,0.010559022540448467,0.0331782840693031,0,0.9109266272375246,0.0084683991174401875
1.564557151725855e-4,0.02614455403198205,0.007047252259393074,0,0.174593412739473,0.004673925356021302,8.13293018769206e-4,0.05286570418642861,0.2521533978496402,0.01899759580984253,0.0012330662789356622,0,0.004552128932227146,0.0025536529790794564,0.0012083416024565718,0,0.08734629610759059,6.736033504844091e-4,0.00957216187973805,0,0,0,0.19299378823214602,0.16242136967061954
0.0012299906587727413,6.028137804084852e-4,4.9231426746900956e-5,0.7519665505314239,5.7852225397293265e-5,1.2252219338358566e-5,0.001093800756007938,0.003718152112524582,2.8913794784203497e-4,7.110597156919791e-5,4.2782114317490185e-5,7.311040184480675e-4,3.3480721236341327e-4,6.732076092992633e-4,5.492760419893261e-4,0.07309819260781271,4.9234086453012714e-5,0,0,0.0016996139783439694,8.882063116335276e-5,0,7.886295601257143e-5,0.16356321111376543
0,0,1.9347130115872246e-4,0.6800955485937523,0.001321754750482422,0,5.99735361514196e-5,0.018865876413752158,0,0.03183076552095577,2.375712148027699e-4,0.0016103651412897168,0.0015576234854557188,0,3.6811386117091286e-5,0,0,1.9569750569561117e-4,0.023029866982826955,0,0.001754941316579975,0,0,0.23920973285097932
0,0.06511940471325765,2.440739917122606e-4,0.1874627934666123,0.005222252034510487,0.005568567506195474,2.0858689890579696e-4,0.0012003970277983736,0,0,0.0011472032171709503,0.01720576949359013,0.0039542010977540055,0,0.0028280993533270986,6.514187030765742e-4,0.004498592046625461,3.758149880142732e-4,2.456101497369261e-4,2.8388281749760103e-4,0.49931190340719334,0.010758753702144203,0,0.1937126753848771
6.6346889334320365e-6,0.007049106915633662,8.049117162269151e-4,0.008173680875761802,0.0025594909062110383,0.0018939084149432572,9.095854954069457e-4,0.5820589919162975,0.30567053842767494,0.0021192268132338406,1.303751422433264e-4,0,0.0017481813233016967,0.0030011935107939927,0.0035608882558658987,0.005411482797665815,0.015716831500114787,0.00257608745891431,0,0.003560960733114197,0,0,0.006110213182705277,0.046937709924957355
8.494756316365462e-5,0.008172761554120611,0,0.06971915254368767,1.8873302808035492e-4,1.2314587779685192e-5,0,0.004775454576187436,3.779171795397925e-5,0,0,0.0023707010183120205,3.372516285170054e-4,1.5551379011084662e-4,4.7820646375742663e-5,0.026957434875359256,0.5400571766087326,4.847374960304103e-4,0,0.3109257370776294,0.0015353946504688778,0,6.925401273925652e-4,0.03344453651009789
4.819674420854038e-5,0,7.44469894241082e-5,0.04183942005042587,0,0.0012742166230552269,0.003629049563497371,0,0,3.189372038923687e-4,2.9609895683771546e-4,0.5595240303160403,4.990073054876905e-4,0,0.0014042524835822588,0.38227926488820263,8.913800285965033e-4,3.202299171164091e-4,0.003540658101961106,0,0,0.004060810827671975,0,0
0,0.004137173309439196,2.8644531325604857e-4,0,0.022149226118275692,1.346211591884834e-4,4.0833357846214004e-4,0,0,0.0019483587824759563,1.858339593474615e-4,0.001258261527866353,0,9.841864793028129e-6,3.6603440170894947e-4,0.7385179327209441,0.0015271828048165899,2.5542369077583807e-4,0,0.036129036139749285,0.05101445205997889,0.014114494678497052,0.00448963300573475,0.1230677148846901
1.617005792471572e-4,0.014556493739291958,0.0016021546989471508,0.4727877578292237,8.767929855695802e-4,7.779239420616371e-4,0.06677145055925578,0,0.006475246248602586,0.011146869343953454,9.475797039825749e-4,0.037111944726014645,0.014649342705306703,0.0014257321876140444,0.032755470626561124,0,0.003207355465591052,6.113651511756118e-4,0.06388534493644697,0.0022146495955875944,0.04993121655947428,0.01056940026789684,0.03170077438370097,0.17583343376449465
0.05689415103560406,0.017198438085007872,7.881067663303749e-4,0.620126048289903,0.002036381907293708,0.0014328242282456278,0.0010753231738779023,0,0.017242471738408285,6.93449015581579e-4,3.7495220324365087e-4,0.0023963113984665206,0,0,1.22782776874699e-4,0.24623015739637275,0.0071263620263658355,0.003406697083646171,0.022855542874778024,0,0,0,0,0
0.00929797290630653,0.017454529391692876,0,0.05267967027752586,0,4.714036433467663e-4,0.001159376902752509,0.005633980514177209,0.6036519377829888,4.973061541164119e-4,1.4781348440096284e-4,0,0.0012013765851602754,0.0010146767123696795,7.695176677088161e-5,0.0877630425692213,0,6.46893412567976e-4,0,0.21237527819848195,0,0.0016984006679073864,0,0.004229389030212755
1.771043031129272e-4,0.005792161279097697,3.593529263543865e-4,0.9553316316892884,0.006089165631101912,1.0582788448648464e-4,0.01253618833781887,1.2346067412435255e-4,1.2354182378931743e-4,2.2025095092817216e-5,0.0017885285565178407,0,0,6.865442982883971e-4,0.0013604311756509888,0,0,0.010588479778581378,0,0.004248015807980734,0,0,0,6.675407387135098e-4
0.001883165176217785,0.0050171950060828455,0,0.03168476542730915,0.0016533013551058144,2.3903079564893584e-4,0.006546230335379589,9.257871268700892e-4,0,0.002739733128975543,3.8952139962560234e-5,0.01962784916322994,6.84997988836261e-4,0.001129383718102775,6.649199307669688e-5,0.7578266209532837,0.0020484782474314124,4.202950274664236e-4,0.0926811080405181,0.06661280563195189,0,0,0,0.008173808744550582
4.111432966152264e-6,0,7.005431688166594e-5,0.0016683453645816562,1.5421203631868458e-7,3.6992150400174565e-6,0.0014189715905101085,0,2.9493523140330545e-4,6.284577096654654e-5,1.9740708497942163e-5,0.0036089084775326576,2.3730174419989094e-5,6.219855619010954e-6,2.6957460884076413e-5,0.005420848850295767,0.0046097199904435275,1.4290611390378019e-5,0.9818047832798751,0,0,0,8.299181480205443e-5,8.586916418537196e-4
0.005196878446346441,0.002540285034991188,0.003149914705372249,0.855778922965699,0.0023742433193621524,0,0,0.0105412941218684,0.010665248874935048,0.002333274803273325,4.7604452724031446e-4,0,0.0011334248845986828,0.005500280974799401,0,0,0.014514832990261845,6.028137107916255e-4,0.0053546454771346095,0,0.03336148298245365,0,0,0.04647641218087193
0,0,0,0.03202859176688019,2.785036969121987e-4,9.028931917816236e-4,0.04212475796869486,0,0,2.5965327512115496e-4,0,0.013337941865432194,0,0.003968903660531477,0.06492445223083475,0.755234101265381,0.009432207343707815,0.0035137922971627436,0,0.008999240816498364,0.0171157818382531,0,0,0.04787917878280845
2.5273584417479276e-4,0.004317137649663571,0,0.001490951266949166,0.01975013381993344,0,0.19400528730863187,0.001537584775652204,0.0924746923220998,0.00826364063191988,2.2449553548184348e-4,0.019844155479953107,0,9.658719296237501e-4,0.0555427614544347,0.07396879218392996,0.09430770924510193,9.587068359708319e-4,0,0,0.03147223389555471,0.09874843076080465,0.11794983253874454,0.18392484652137522
1.4669286450207843e-4,0.00958507897883868,8.048453120615228e-5,0.007841483733379848,7.309170445109904e-6,0,5.409801807518161e-5,0,0.0014805953846892149,6.230441395060287e-4,0,0,2.0071748454811934e-4,0,1.5979355577394337e-4,0.4776312132300701,0.0015702849270074312,0,0.052868418060105615,0,0.010963012803559293,0.003118471722665115,0.43333748870608935,3.318126895388347e-4
