Feature7,Feature12,Feature22,Feature27,Feature29,Feature36,Feature41,Feature44,Feature49,Feature56,Feature60,Feature68,Feature71,Feature79,Feature80,Feature82,Feature83,Feature96,Feature98,Feature100
0,2.7502652014063585e-4,0,0,0.0022523627255172872,0,0.4244228431382529,3.46039685553095e-4,0.5176841395903161,8.703004655248212e-4,3.4511417314000487e-4,0.0015754933487781993,0,1.124094321173656e-4,0,0.005287051610526467,0,1.6023934333206718e-4,0.02447566953165884,0.02219331043514216
0,0.008282296993515525,0.012856510660406625,0,0.008343621620226227,0,0,0.006816312206014532,0.2488430723533501,2.3934500414047126e-5,0.0020215672649599747,0,0,0,2.9086064396993786e-4,0.03045082511682109,0.16868230490308328,0,0.436686322373849,0.07670237136338974
0,0,0,0.0016421147071226873,1.6731665192566e-5,0,0,1.7495192708083643e-4,0.01219441491437508,6.939733996615104e-7,1.2641818264315127e-6,5.130193552804278e-6,0,4.352766563948659e-5,0,1.6241459474755556e-4,3.626803213771518e-5,1.0421491015764774e-7,0.9856397856458728,8.259828414225317e-5
0.017242979934469316,0.8513892922969989,2.360149486936591e-5,2.40863595446099e-4,0.0018946711847229554,2.571153044147084e-5,0.001747604034191415,6.239892609548324e-5,0,0,1.0068841550258506e-5,8.018002939666865e-5,0,6.510025490410913e-5,5.358741411329348e-4,0.006773614674780364,0,1.9402132618144864e-4,0.11971401773481921,0
0,0,0,0.03162989075982159,0,0,0.463035645345239,0,0,0.00637153071378427,0.00454301794035199,0.006379489043271895,0.102521161905849,0.003438280227307136,0,0.05718975949859447,0,2.598339734366337e-4,0.001374012228585496,0.32325737836375856
0,0,3.879876753092017e-6,8.38809729836562e-6,0,0,0,6.528099772423939e-7,7.570144468555014e-5,4.078197083831965e-6,0,0,0,1.9717483070733427e-7,0,0,0,9.138543120927623e-10,0.9999006553078601,6.446177656798791e-6
0.022004672267917018,1.1549830827207274e-4,0.0020476990132342002,0.021207876959329134,6.229236848644022e-4,9.624699999559241e-5,0.013889280885926428,0,4.712996802715268e-5,0,4.0960713025181013e-4,1.4660352427154808e-4,0,0,0,0.002770677610622822,0,6.3164268849884e-6,0.9306956566853136,0.0059398105350892
0,0.2435499471109118,0,0,0.005187348728113816,0,0.38591078926605205,0,0,0,0.005197427577230301,0.0024782088988646806,0.0011305244455793386,0.07047335896599026,0.00769497714079834,0.23525427112565733,0,0.0014059130269666001,0,0.04171723371383548
1.827444690463348e-4,7.505713875901828e-5,0,0.012330960834642031,0,1.673550615023833e-5,5.957027164455227e-5,5.220093656860772e-6,0.005780582058987991,0,1.5858344175866672e-6,4.722053779732265e-5,0,3.008913812435008e-7,1.6300010795025053e-6,1.7050428119301048e-4,0,0,0.9813278880812444,0
0,0,1.7335648558606937e-4,0,0.010570766822608779,0,0.40549368362770577,0,0,0,0,0.0017109571874889165,0,0.06932117865003858,5.460003196326672e-4,0.33872780706332306,0,3.676058512933873e-4,0.032125910120376355,0.14096273387194638
0,0,0.1035728906971868,0.001113939680798938,0,2.6539340536724856e-4,0.39988079345288147,0.0039628749044362446,0.3400465962237679,1.8274839742070045e-4,8.579931254945828e-4,0.001759417799042615,0.001248623730962277,0.01353770870242336,0.0024590527600249833,0.04494497431016492,0,0,0.08616699281002797,0
0,0.0015640084896241476,0.001626625423096809,0,0.006475229931836309,0,0,0,0.05131753599242641,0.0028459014350508626,5.930191766600199e-5,3.492517319726821e-4,0,0.005153186424688972,2.5717247325663413e-5,0.089755328543635493,0.02363221755922842,3.4933349480503306e-5,0.8171607619539677,0
5.241008753911873e-4,1.0266721953809026e-4,4.706527509552022e-5,0,0,2.8706768788029784e-5,0,8.990877824541503e-5,7.161574401965308e-5,0,6.880022513364339e-7,0,1.0422502169611012e-5,2.587575555845388e-4,5.687543231819947e-7,3.5599141444996926e-5,0,1.10609739984069e-6,0.9988287932857487,0
0.041160813686840075,0,0.056750592142973386,0,0,0,0.4791600998861439,6.278585629538868e-4,0,7.819878406376108e-4,8.554355604588188e-6,7.52603424807633e-4,0.0017059961684368124,0.004473773377643594,0,0.372620866121864,0.008297266735988752,0,0,0.033659587696105775
0.004090977930240787,1.475995066875451e-4,5.930340547492338e-5,5.086589298184861e-4,0,2.4180627982214145e-5,0,0,0.01583060474758593,1.0321758633333517e-4,6.7991693229714625e-6,9.380917545641304e-5,0.001341011183127285,0.001888840153153096,5.199658827147577e-5,2.088401437921856e-4,0,3.7379575228184986e-5,0.9717015439303852,0.0039052373471399862
0.045696347490094505,0,0,0,0,0,0.059332392015771056,0.01316755898901451,0,0.002072041839190698,0,0.0036514838244554033,0,0.06613363537925014,4.315340567348559e-4,0.14967641407970944,0,0.004214401181877728,0.4517411375563867,0.203883053587515
0,0,7.203871025141312e-5,0.001378588497627999,0,0,0.4968836271486235,0.003240681662640409,0,0,3.3695926262260244e-4,4.863614427785425e-4,6.891616510372659e-4,0,9.178946566358701e-5,0.004043916869380076,0.013152776755314462,2.474848990825752e-4,0.44844339681314627,0.03093321682183125
0,0.0029100475886874788,0.01063854496342702,7.670777563995207e-4,0.0037416086810628216,0,0.06605001906630949,0,0.4277739843548143,0,2.1215197692868448e-4,0.0012286506517744165,0,0.0016898875649980862,0,0.0028160550515388795,0,5.66516224318842e-4,0.4816054561197404,0
0.02128723286901034,0,0,0,0.004267937609400597,0.00044299171647478207,0.004327720217316615,0,0.6727074098053005,0,3.643748396536931e-5,0.001843690449155929,0,0.019388352659317494,6.334467589497345e-5,0.0011239299274206425,0.010623453392145541,0,0.2384076137458959,0.025479885448701313
0,3.214557983078867e-5,0,0.011759815336081482,0,0,0,2.2038928519527018e-5,0.0010937145874968769,3.7538387108066367e-6,1.3207848204873713e-8,3.596554319939337e-6,2.0223188721505164e-6,6.9875518487654345e-6,0,4.664677681414827e-5,0,0,0.986527440926476,5.018243931813368e-4
5.5847827857107406e-5,0,0,0,0,1.3360616995370073e-6,0,9.142878451979644e-6,0.0036642382035239067,0,2.8121259412932622e-8,9.067232987622818e-7,0,3.533253641468653e-7,8.90528583793764e-9,7.596550255993182e-7,0,3.97482225954339e-8,0.9962538675071525,1.3471042858626765e-5
0.039158476481948645,0,5.819155047373782e-4,0.207636911769252,0,9.078019494225516e-4,0.05412465383366611,0,0,0,0.0010445314782787038,0.005571710885311031,0.007232420230524745,0.548094579409634,2.861807541504968e-6,0.011622330736269476,0.03197604761195905,0,0.06278237203129232,0.02926338627016248
0,0,0.08459482468833915,0,0.02049280703349424,7.08586202313437e-4,0.26628929700363113,5.842403419476325e-4,0.023142903989343055,0,0.003960941444844732,0.008830703260237127,0,4.351631430557598e-4,0,0.34646500401237396,0,0.0018970283571497775,0.007403678167724682,0.23519482235554526
0.15876729557087324,0,0.04751148965383459,0.0586295218327264,0.007734598749630257,0,0.008651828090407885,5.643991358806628e-4,0.5373953373711137,0,1.493963034212123e-4,0.007029158750480132,0.0020330832966428047,0.0030908519601014414,0,0.12973420249616205,0.038528148076766015,1.8068871195971157e-4,0,0
0,6.540852408607985e-8,0,6.49628801090479e-6,0,2.349400805221985e-8,0,1.2363028520463371e-7,1.9673242891164633e-6,0,1.5732321076046656e-8,7.329465487041342e-8,4.8378280606451094e-8,2.6122563166529107e-7,0,2.3386762976379821e-7,0,1.6371676624914722e-8,0.9999887320188425,1.942965845516944e-6
0.1066146806745971,0,0.5298047651826611,0,0,0,0.06680162345708875,0.002651477019633258,0.24899895371226763,0,0.002008349131867333,0.0013516227524071776,0,0.004117874761804498,0,0.026128236914790992,0,8.753303877335537e-6,0.011513663089004894,0
0.012050076736355305,0,7.504494635945208e-6,9.230046370196999e-6,0,0,0.0022100616299651167,0,0,0,4.302879114275801e-5,1.0228212655066798e-5,0,6.524822055780007e-4,4.5385556092461803e-4,3.4969504627957644e-4,0,1.1009833441954512e-6,0.9842127362927492,0
0,0,0.020328598278609493,0.12658656409380056,0.04050526945786265,0.0034208219833954793,0,0.0010507551362965986,0,0.014306269641507264,0,0.018450420968002514,0,0.00730673128096789,0,0.1852111791632071,0,0.0028803975045178535,0.3332160636428642,0.2467369288489684
0.29137987513128744,0,0,0,0.01593158142395399,0,0.05699664967098739,0,0.06580538986059195,0,0,0.01075481724790504,7.066466935600911e-4,0.0020236016166730033,0.004164195318004679,0.3906569933130602,0,0,0,0.16158024972397617
0.020262385350456855,0,5.472454718620124e-4,0,0,0,0.046336543986559196,0.07007171973457041,0.056987595723412734,0.0030616147376575607,9.285493764873835e-4,0.009806690217403923,0,6.847231350115684e-4,6.466248695771229e-4,0.057290817199703734,0,0,0.041188675285381254,0.6921868149119162
0,0,0,0,7.35465832609422e-4,6.763054493201759e-5,0.957221682301086,0,0,0.012117284610348163,6.367569483389368e-4,6.622399733949461e-4,0,0.021850179388360688,0,0.002050874780259293,0,0,0,0.004657885620670598
0,0.0035907809125209546,0.03445702886022199,0.8794166470365872,0.0015384183020707033,0.00139279758315316,0.016461417146935376,0.005814751225765072,0,8.177582112289369e-5,0,0.002585007460701006,0,1.6094176044188438e-4,7.099367833173831e-4,0.030054322849031888,0,0.0037443572794104945,0,0.0199918169787201
0,0,0,0,0,0.004241049550244527,0.0014514402065763136,0.02257408550980249,0.30034518271321003,0,2.0574020854988859e-4,0.021362580038160026,0,0.005231450523585386,0,0.1790076921057751,0.2361648645673995,5.3209283551763e-4,0.2288838217411792,0
0.04639125605298073,0,0.04419257553072204,0,0.009494281203077071,0,0.7506877310446968,0.014784987173870123,0,0,3.795828306619204e-5,0,0,0,0,0.04129580100109771,0.05739946843591773,0,0.0062769804753823565,0.02943896079918939
0.27014016140649355,0,0,0.07261876958538786,0.009937478680513685,3.764503788991309e-4,0.40691264135358457,2.9099879093554154e-5,2.7286650997684084e-4,9.230212833576978e-4,0.001283578312766791,0.003348126242276344,0,5.439039434789271e-4,0.002629037207526448,0.12405027186296032,0,1.950270707361979e-4,0.053571303098329165,0.05316826318461901
0.0026407284322030496,0,0,2.998871880955035e-4,0.004898523874411271,1.2127626504444017e-4,0.6428378496975097,0.004800949085624818,0,0,4.980818924606796e-5,3.0299957591665744e-4,0,2.0716027897479207e-5,0,0.30117571343680344,0,2.977823922430908e-5,0,0.042821769988023235
0.11548672118069338,0,0.005468041209581668,0,0.007084245084095788,0,0.6152576860507398,0.012495025266451113,0,0,0.0020844162049040837,0.0016157886993037052,0,6.781788897451575e-4,0.00329698393802901,0.2365018760852954,0,3.103739116092841e-5,0,0
0,0.0390363521232207,0.042761026450895294,0,0.07529067588454795,0.005825333036876719,0,0.2977268842144343,0,0.006051209960091402,0.008340824172474916,0.01662765135391688,0.0018259063409662528,2.4390758004977917e-4,2.5239041922849975e-4,0.12294512374708552,0.09416990636892805,0,0.28890280834728377,0
0.07176072936188205,0,0,0.016287234556380824,0.0034016775850223367,0.018083879483237402,0.07925291980894333,0.009730690535462026,0,0.007479343115413236,0,0.001807030718364287,0,0.0022397454593128105,1.0473301913965004e-4,0.20196361808486843,0.02173939497781979,0,0.5484705301879705,0.017678473106183177
0,0,0,0,0,0,0.9970734907399469,1.5104440606209229e-5,0,3.0918617739526865e-6,2.7899695019557174e-5,7.190270710787108e-6,8.732298654113532e-6,4.94959710078394e-4,0,0.0012651866218370803,0,2.5091687389468307e-6,9.575269369136411e-4,1.4430825572044807e-4
0.04243010077948222,0.0031763558996499726,0,0.3058729855094479,0.07279519747447681,0.02561623814184312,0.34154030376783695,0,0.049163108593851125,0.005444173859814843,0.008344084313675892,0.006368231778020986,0,0.0037995487726208616,8.589286678722646e-4,0.0822218062214594,0,0.0117721362222452,0.0405967999977024,0
0.016107309206534873,0,1.3292063728734052e-4,0,0.0015784129319754423,0.003356241208916493,0.7177291975476822,0.0024046311305728502,0,0.004076926714952009,9.785373255212445e-4,6.285109244525459e-4,0.06407737891214232,0.028086981200219713,3.1410316617178235e-5,0.15880048354660492,0,0.00201105839652091,0,0
0,0.0010794226623754395,2.605076063857185e-4,0.1298027050496256,0.05173595468395906,0.00342809628365239,0,0,0.3010962274872927,0,0.0014234957752775684,0.0343894680541324,0.019246707929466717,0.1433810415423166,0.0014426658135211535,0.1219831612793014,0.03432186628668568,0,0.15640867954600765,0
0,0.005329776217604607,0,0,0.054997948589986224,0.02416990021327909,0.6146520907327933,0.014078979641279478,1.6780232014165325e-4,0,0.0025405404663473886,0.017161854823476028,0,0,0.0011774687918474072,0.1781883585583526,0,8.635439403919096e-4,0.011204455468733469,0.07546728023576686
0,1.074654338130063e-7,1.9433187568183845e-6,2.2537397695537575e-5,0,0,0,3.451705164169262e-6,0.09137598739967666,0,4.6620485903782403e-8,2.3170771640181544e-6,0,4.389217043645755e-6,1.920613862249044e-6,9.608095074555276e-6,1.5118737960942935e-5,0,0.9085625723516817,0
0.1416129131739614,0,0.365549859667187,0.18642039179910044,0,0.002800821278861719,0,0,0,0.00679196119514949,0,0,0,2.1716751806327737e-5,0.011697202387728351,0.10721083811914657,0.015036467978373087,0,0.16285782764868564,0
0.18449285337052473,0,0.004186466024337427,1.4588381878560247e-4,0,9.192971657526487e-4,0.031062109362337043,0.0015731578398565605,0.5136917772477899,2.9536073269985634e-4,0.004866373228648707,0,0.005058354931798754,0.05362450835132219,0,0.009978700844278992,0.06178859421065147,0.015948905557644444,0.11236765731357173,0
0.03956719170798479,0.004432834512613337,0,0,0.013775883431481626,0,0.6915907294251071,0,0.0015534737246406794,0,0.0034792225152402373,0.011658889073414874,0.0063308202861210045,0.037952670793434465,7.673760164820302e-4,0.08715141460093946,0,3.346759764966459e-5,0.007775093542401537,0.09393093277248919
0,0.009930884898417088,0,9.008710061311195e-4,0,7.265210367442571e-4,0.17021501290591495,9.243385232532973e-4,0.5828705230203868,0,1.1543596611702668e-4,7.956662264864118e-4,1.1987013737489017e-4,0.14749962470127073,2.5575726900811903e-5,0.004720020400058305,0,0,0.0677527259081686,0.013402929542775768
0.11294855745889987,0.05151428324450678,0.055239332894839996,0.05598693643963233,0,3.4458924133138e-4,0,0,0,4.4142923668240693e-4,0.0030021887916445336,0.006804872068214881,0,0.002758195440560505,0.06330955714561395,0,0.09544693571698476,0.0023760470067954714,0.5303099696846724,0.019517105629620682
0,0.05051514655618524,0.00017857772982688178,0,0.0015461527241159556,0,0.8521685167639925,0,0.020111414632449958,8.291230747230549e-5,3.8089942498601017e-4,6.008305712011693e-4,0,6.061925939976725e-4,5.164725192778149e-5,0.035058200817401665,0.005544276902800535,5.033670044025735e-4,5.178257421937394e-4,0.03213403897704608
0,0,0.3126040782741609,0.008749010062365965,0,0.0013932938983331224,0.002201284191250951,0.0011524158680760838,0,0.003029316284882281,5.189346760015728e-4,0,0.0011031429538693965,0,0,0.5666637199878128,0.10258480380324679,0,0,0
0.00866265115631246,3.874585850728145e-4,0.0011703810119492956,0,1.9663777084041526e-4,0,0.11786639783876796,3.9323964528776634e-5,0.013671132492091039,0,1.0582442737482486e-4,0,0,0.0011327539873692942,0,0.029126361277674245,0,2.885285732349591e-5,0.8267291929794065,8.830316512888638e-4
0,4.736999356943192e-5,0,0.0020555737544947833,0.006054498197876661,0,0.8517748621591247,0.023215823405309182,0.04237030364316244,8.105764452527066e-4,6.402461509757686e-6,0.001025422909360937,6.052027210714377e-4,0.005784340218129522,0,0.04703466576345556,0.01881370681971281,1.2736661693707276e-4,2.7388489103311275e-4,0
0,2.1615915567686752e-5,0,5.077850179693515e-5,6.7975106631962685e-6,7.589703355542962e-7,1.1727931326748274e-4,1.2088269871833014e-5,0.9997357064377103,1.4991087466215593e-8,2.659096318271254e-8,3.4062883588904356e-6,0,1.2452426272453805e-5,7.052289096465092e-7,1.1904552604726057e-5,1.7137816825413164e-5,4.0648161316415625e-7,8.920704152101356e-6,0
0.11928778515735325,0.005424023629025111,0.02178442497933924,0,0.015024423900525656,0,0,0,0.025764911658908148,0,0.0037573987706805713,0.015620775891723525,0,4.478293390713115e-4,2.7443759295590447e-4,0.029588110405112233,0,0,0.44877657355784395,0.31424930511746113
0,0,0.0015952764993684742,0,0.01635023887888365,6.948666183934426e-4,0.3505183038173727,0.01417314847340727,0,0,0.16416798877316013,0.002139280817218244,0,0.2611186824384029,5.195187532648929e-5,0.05571429202930631,0,0,0.021563094309583006,0.11191287546957737
0,0,0,1.559373350838549e-4,0,3.9304773217091835e-6,0.027303247433344204,0,0.29941109879790506,0,1.2690494974297959e-6,1.2452334583328093e-5,3.2039751456147724e-6,5.798214382557316e-5,0,1.7795787262031286e-4,0,1.8350345927356152e-4,0.6726894171213994,0
0,3.178644997586616e-5,0,0.002551134701623916,0,0,0,1.191582963636048e-5,0.01576965507094558,6.038265447320032e-6,4.335147276089534e-6,2.6614191505044532e-5,3.7282961699359895e-6,0.014193055003568053,2.41800028315052e-5,8.738954414776387e-4,0,9.3954304186842e-6,0.965607839019981,8.864271491429769e-4
0,0,0,0,0,0,0.7903419893920416,0.013598666634795904,0.09949790969471131,0,0.002527009173975171,0.00516883263046581,0,0,0,0.009926386079223328,0.032115170485729413,0,0.046824035909057406,0
0,0.021966500374817132,0,0.002786077252523091,0.012418618022664848,0,0.16327793594187398,0.05163663816862796,0.009233053906221273,0,0.00025064217114134847,0.0020747404857608914,0,4.816759343272169e-4,1.134612761402109e-4,0.47060483473685916,0,0.001808644901209368,0.2633471768278336,0
0.026887231662875547,1.783213908402981e-4,0,0.049171937918479285,0.014568459666856824,0.025285130215955888,0.0046404536537000916,0,0.002021034917403804,0,9.165314251119125e-4,0.00530017210218228,0,0.04445044875000524,0,0.1804373088069452,0,0,0.6461429694896437,0
2.5046571980978974e-4,0,0,0.01109807315045491,5.023238054819279e-5,4.493444639381332e-6,0,0,2.238025608465885e-5,0,3.7230675376693753e-6,1.1284191965006916e-6,1.803565603242263e-6,0,6.970508473371169e-6,0,9.895919003958852e-4,4.317044667316014e-6,0.9873351903058317,2.316302367573923e-4
0,0,5.785798844633261e-4,0.04268076172305789,0,1.4669607794042845e-4,0.9049270437408663,6.383630414802293e-4,0,0,2.4240691188070573e-5,0,0.016813381263791706,0.01913725032690671,0,0.0034220369115150746,0,3.646426400459901e-5,0.002050955566051158,0.009544226508734578
0.06816318763008951,0.033547696324128344,0.10368071243603748,0,0,0,0.15728876142137854,0.10995414548162741,0.3786401985898986,0,0.003087554396816144,0.00270742146117038,0.0014721633624376175,0.019698229838013094,0.005124078433223498,0.10853200671929654,0,0.002554354448291815,0.005549489457591033,0
