Feature7,Feature12,Feature22,Feature27,Feature29,Feature36,Feature41,Feature44,Feature49,Feature56,Feature60,Feature68,Feature71,Feature79,Feature80,Feature82,Feature83,Feature91,Feature96,Feature98,Feature100
0,0.0011684898185120975,0.001813832783349732,0.016498080716628654,0.0011771416698030633,0,0.01745082737279183,9.616645501560261e-4,0.1230917521168643,3.3767468211878996e-6,2.852084111922701e-4,0,0,0,4.1035439969230484e-5,0.029023947998527377,0.023798175312564222,0,0,0.7738650801862053,0.010821386876614759
0,0,0,0.045850609746228996,7.612558331554438e-4,0,0.7148573812345038,0.00795994740985176,0.18871819054570577,3.15743407764197e-5,5.7517633688228354e-5,2.3341309560891165e-4,0,0.0019804179076223314,0,0.004340753135611742,0.0016501197402737757,0.01643034705203279,4.741560827701035e-6,0.013365681287969522,0.003758049476142898
0.01962547228730795,0.9690272229734358,2.686255422543568e-5,0,0.002156461178442221,2.9264137061056708e-5,0,7.10206936097309e-5,0,0,1.146007079755816e-5,9.125864269981745e-5,0,7.409526969078379e-5,6.099167978074338e-4,0.007185523814545577,0,1.9517053177275584e-4,2.2082958830735002e-4,6.754414602964998e-4,0
0,0,0,0.5182742458113044,0,0,0.13335879977705348,0,0.027957843724012735,0.002392815733154621,0.0017061213846400062,0.0023958044680227465,0.038501619188445725,0.0012912393257551395,0,0.005979458693670486,0,0,9.75801338134e-5,0.146645803911956,0.12139866784817122
0,0,0.056540410947971416,0,0,0,0,0.009513225994822069,0.04238357819925206,0.05943048032722119,0,0,0,0.002873376312251374,0,0.01481819650894232,0,0,1.3317355586391503e-5,0.7204889835858687,0.09393843076808454
0.17967128927797948,9.430601694043413e-4,0.0167197546630792,0,0.005086260782195759,7.858704900394651e-4,0.09717361598322864,0,0.31891360365868343,0,0.00334450067211851,0.0011970386969575174,0,0,0,0.12657925520307245,0,0,5.157452691129703e-5,0.2010347752075725,0.04849940066875739
0,0.12102171833125944,0,0,0.0025776308478273552,0,0.54618520309379,0,0.005555122026702103,0,0.0025826391003576795,0.0012314398047799237,5.617657184593824e-4,0.03501871833606197,0.003823689420367989,0.23723737675912573,0,0,6.986082828846452e-4,0.022776495158102962,0.02072959312028083
0.031068790917076594,0.01276062998298834,0,0.02607398114633183,0,0.0028452403740951,0.14304478879629895,8.874796552745128e-4,0.03834781308165914,0,2.6961121289318865e-4,0.008028067954521519,0,5.1155208479849765e-5,2.7712008466221854e-4,0.03255716360783054,0,0.06948420459729394,0,0.6343039533805942,0
0,0,1.3067115921578268e-4,0.0027701551934274705,0.007967941607954604,0,0.0034871757549861464,0,0.42709122863568716,0,0,0.0012896705785302206,0,0.052252321231486785,4.115594202165907e-4,0.016994128131144568,0,0.0010948623988753603,2.770907737349262e-4,0.37997951917639233,0.10625367593834797
0,0,0.16794278470944396,0.03754005329026348,0,4.3033372189262096e-4,0.2141977074000216,0.006425776498331059,0,2.9632536619791596e-4,0.0013912304058250396,0.0028528847910836903,0.002024635452583695,0.021951308713757913,0.0039873384385249845,0.032823959700351554,0,0,0,0.5081356615117224,0
0,0.010892325210667984,0.011328412359557371,0,0.04509586149903953,0,0.4712552698362495,0,0,0.019819894939016643,4.130001704719504e-4,0.002432316365462757,0,0.03588866862378768,1.7910428444133585e-4,0.04723668276429007,0.16458337714409302,0,2.432885791630211e-4,0.19063179822375917,0
0.2141585996578979,0.04195197718499575,0.019231857606509608,0.010797442170249796,0,0.01173018724641284,0.4564813293067504,0.036738610733322824,0,0,2.811321362470851e-4,0,0.004258852778884005,0.10573375919955068,2.3240493409044138e-4,0.016781914027949246,0,0,4.5197457466240155e-4,0.08116995844247701,0
2.1693207727234643e-4,0,2.990957354165959e-4,5.465095718054319e-5,0,0,0.001347755406267697,3.3090371665408453e-6,0.9938013768568036,4.121353089904299e-6,4.508448606357271e-8,3.966486803393798e-6,8.991204485250131e-6,2.3578371395710186e-5,0,0.0033821800881953545,4.372953660282617e-5,1.4646659152996223e-5,0,6.182231881334227e-4,1.7739795754770227e-4
0.21341019011249235,0.007699684359051308,0.0030936248624486495,0,0,0.0012614080307248301,0.0707263647298629,0,0.0033627403728506947,0.005384454548023714,3.546858581407605e-4,0.004893654844838268,0.06995526654364716,0.09853334411725506,0.0027124570157638344,0.2671829598581743,0,0,0.0019499450722535786,0.04575838350792394,0.20372083616654865
0.029423460425318345,0,0,0,0,0,0,0.008478470864554256,3.9550858231983675e-5,0.0013341687991200379,0,0.002351157055295131,0,0.0425828432739751,2.778608343537186e-4,0.7612470475943559,0,0,0.0027136143959486892,0.020273391447916456,0.13127843445093035
0,0,1.217357722408873e-6,5.804375814458868e-6,0,0,0.01442558474148998,5.476317988087163e-5,0.0016432203466097016,0,5.694160251609696e-6,8.218857003159154e-6,1.1645908914114789e-5,0,1.5511190368536587e-6,1.1451595395869857e-4,2.2226431176129908e-4,0.9820860611394843,4.182163340047355e-6,8.925464490412663e-4,5.227299356912854e-4
0,0.013206357867453456,0.048279771273218246,0,0.016980142673327533,0,0.4397081985354425,0,0,0,9.627866363764911e-4,0.005575853901664649,0,0.007669036075519992,0,0.1603669617265067,0,0,0.002570960016309426,0.3046799312941811,0
0.06607561376514581,0,0,2.3998770024101168e-4,0.013247686948689085,0.001375047181522542,0,0,0.5979814524541948,0,1.1310202372871252e-4,0.005722818873197164,0,0.06018148576391553,1.9662200175429363e-4,0.03105499312788875,0.03297522075841655,0.036549278331250254,0,0.07519707524030109,0.07908961582975434
0,0.034131029967264706,0,0.004791212407438618,0,0,0.07337985091956828,0.023400148129414728,0.006966333276019147,0.003985692036206653,1.4023622073597169e-5,0.0038186930806322662,0.002147226038294198,0.007419133293081983,0,0.30712741762892604,0,0,0,0,0.5328192396010798
0.2341687787121761,0,0,0,0,0.005602078871629367,0,0.038335898873128244,0.5247159131337468,0,1.179118548607378e-4,0.0038018719017022186,0,0.0014814858909463712,3.7339677992280356e-5,0.03605169994663883,0,0,1.6666346925734433e-4,0.09903655560752428,0.05648380206039755
0.003769337948619391,0,5.601433947277652e-5,0,0,8.738369429072348e-5,0.0040836337350779565,0,0.004580395978034594,0,1.0054507972031049e-4,5.363247798575617e-4,6.961822441648505e-4,0.05275878642913203,2.754734284111515e-7,6.913474406865989e-4,0.0030779678000542035,0,0,0.926744954089725,0.0028168509677356595
0,0,0.024166160547588706,0,0.005854169763536863,2.0242146005975585e-4,0.7425410638750014,1.6689964136577733e-4,0.12024071043343337,0,0.0011315201281918404,0.0025226625094528013,0,1.2431283377230517e-4,0,0.03293716762319201,0,0,5.419231260435398e-4,0.002383002765578375,0.0671879852927833
0.07711043856045378,0,0.023075481576318807,0,0.003756556408727686,0,0,2.741185754560604e-4,0.0016528479424637288,0,7.255911511686489e-5,0.003413936806139131,9.87432229480015e-4,0.001501171568816372,0,0.0038284732130626376,0.018712433089189462,0,8.775727880253039e-5,0.865526793635973,0
0,6.877482339899711e-4,0,0,0,2.470314499987178e-4,0.13558534631180336,0.0012999301162225508,0.7599301773078024,0,1.654199691522616e-4,7.706681988679681e-4,5.086810551904645e-4,0.002746698069723806,0,0.0016704606360624236,0,0,1.721425738245062e-4,0.07578607550988738,0.020429620567474212
0.028693332341798796,0,0.14258696933167186,0,0,0,0.007088497093700516,7.135950775220642e-4,0.021270376554681746,0,5.405093251173896e-4,3.637637949123139e-4,0,0.0011082483982012689,0,0.13352972006185082,0,0,2.3557867983277502e-6,0.6641026322337449,0
0.11082019655119016,0,6.901612236739523e-5,0.009701364140455195,0,0,0.7028098479241971,0,0,0,3.957202261969024e-4,9.406517166667538e-5,0,0.006000642805049772,0.004173945408643895,0.006571714739847221,0,0,1.0125345528731492e-5,0.15935336156485702,0
0,0,0.003247952063055196,3.131146479899078e-4,0.006471630345448022,5.465534645349833e-4,0.1274454134812196,1.678818315914806e-4,0,0.0022857492366136615,0,0.002947870877566461,0,0.0011674151170167596,0,0.07031040704470158,0,0.33535370075418125,4.6020846538454615e-4,0.40986031342071355,0.03942178924998297
0.3502798472112669,0,0,0.0325000174330514,0.019152015575893987,0,0,0,0,0,0,0.012928812398879247,8.494893332665764e-4,0.0024326555318390304,0.005005952106648866,0.265057385222205,0,0,0,0.11755149750329835,0.19424232768365057
0.012129920706561135,0,3.276042808336569e-4,0.005982299911197278,0,0,0,0.04194789455692343,0,0.001832812048507796,5.558689223460451e-4,0.005870699459786766,0,4.099042235148791e-4,3.8709699076392746e-4,0.4823167663549462,0,0,0,0.03386683462465332,0.4143722979199655
0,0,0,9.608087282026192e-5,7.197395204136074e-4,6.618441512364783e-5,0.2763128173504976,0,0.6486482500510008,0.01185818324588128,6.231413075865944e-4,6.480794344434547e-4,0,0.021382961568905033,0,0.005590002311549412,0,7.975251257835964e-4,0,0.028698747770112852,0.004558287025881814
0,0.003520507730387208,0.033782689454986,0,0.0015083107705411887,0.001365539913966195,1.8658629969430294e-4,0.005700953953833008,0.27392284589277593,8.017543187278172e-5,0,0.002534417713086635,0,1.5779205849125266e-4,6.960430041944225e-4,0.6060727295174491,0,0,0.003671078539359183,0.047199761505175075,0.019600568214187764
0,0,0,0.0019052936456408515,0,5.525919897587244e-5,0.9552837676162028,2.941314097149871e-4,0,0,2.680713579717615e-6,2.7834597237813986e-4,0,6.81637321116819e-5,0,0.0019297314451518653,0.0030771348194900136,0.010252992461746243,6.9329592882991865e-6,0.026845566025719542,0
0.010778931318614151,0,0.010268071549826356,0,0.0022059804737923593,0,0.0890528013346484,0.003435267221731057,0.0015129112473775672,0,8.819544046743047e-6,0,0,0,0,0.0693448550800968,0.013336671188405234,0.21496952389730145,0,0.5782460734811765,0.0068400936629834635
0.16274287844412708,0,0,0.026465234477814098,0.005986721398712645,2.267882640420832e-4,0.013069982368397669,1.7530892339013905e-5,0.013660743911680902,5.560637105446445e-4,7.732772063232441e-4,0.0020170407066665546,0,3.276687660879759e-4,0.001583833667907475,0.03310017941526942,0,0,1.1749184830898041e-4,0.7073239473805398,0.032030617541238406
0.0022009594522985087,0,0,0.245642652098416,0.004082756974256866,1.0107973945141195e-4,0,0.004001431628164231,0.14306525913316104,0,4.1513471656587566e-5,2.525400842145091e-4,0,1.7266121294039442e-5,0,0.06789484171710072,0,0.005874947091267449,2.4819173488002858e-5,0.49110941009824677,0.03569052321698386
0.02579236400208175,0,0.001221211476211615,0.009427185778084235,0.00158216828758234,0,0.20078347457376192,0.002790591304287479,0.021639076737968627,0,4.655255681266295e-4,3.608640877221341e-4,0,0.00015146188760062387,7.363358225887298e-4,0.09679717062610163,0,0.0035088705216705617,6.931772608256276e-6,0.6347367675536034,0
0,0.015774395707256927,0.017279518074734757,0.24165539218687476,0.030424587592630243,0.0023539881021717914,0,0.12030995287322124,0.4712328852232966,0.0024452638432215456,0.003370485556794844,0.006719151198120479,7.378396694412977e-4,9.856183978358948e-5,1.0198971289795673e-4,0.009745214691662863,0.03805359071692496,0,0,0.0396971830109662,0
0.23641775778198051,0,0,0,0.011206923264291518,0.059577853757121005,0.16834200313411726,0.032058035899594106,0,0.02464090798340396,0,0.005953313943124085,0,0.007378904927551859,3.4504590144098727e-4,0.012142488818828628,0.07162105321246988,0,0,0.3120734804241575,0.05824223095191876
0,0,0,0.6612650560068197,0,0,0.12741185974516472,4.45043398120311e-4,6.941052855404025e-4,9.10998762729774e-5,8.220479924903513e-4,2.1185706865689349e-4,2.5729200886992926e-4,0.01458369475896902,0,0.0034820360809428587,0,0,7.393117104774457e-5,0.1864100193067968,0.004251957300308205
4.98507532513137e-4,3.7318726866747175e-5,0,0.06503979525047707,8.552643902593818e-4,3.009629351277481e-4,0.001432430183685889,0,0.006206444513133362,6.396312117036497e-5,9.803391474157375e-5,7.481979660223021e-5,0,4.464056527102263e-5,1.0091477582180365e-5,0.009061307859524834,0,2.870209868528523e-5,1.3830979594085213e-4,0.9161094078384184,0
0.012287393934342859,0,1.0139795613353176e-4,0.04655750576194055,0.001204085749988262,0.002560294667709046,0,0.0018343628714934913,0.003904129307492285,0.0031100666129720653,7.46473134895785e-4,4.79456948504673e-4,0.04888116238894914,0.021426036962993496,2.3961229583965584e-5,0.025914711074797744,0,0,0.001534127545834594,0.8294348338523685,0
0,6.594011430887632e-5,1.5913971368364052e-5,0.884577084048513,0.0031604624255633274,2.0941663417406504e-4,0,0,0.0066847356109810685,0,8.69589618708205e-5,0.0021007947429236206,0.0011757490047000414,0.008758906588286604,8.813002725340729e-5,0.0584392438796185,0.0020966650646907135,0,0,0.03253999892574762,0
0,5.248436953743784e-4,0,0.04128023875897671,0.005415860891238614,0.0023801036341575816,0.07555605099496342,0.0013864116241170746,0.3220439445564383,0,2.501768539927896e-4,0.001689994276922936,0,0,1.1594990984048175e-4,0.5401423826058326,0,0.001697450469723183,8.503651453440153e-5,0,0.007431555213887604
0,1.0639680047750853e-4,0.0019239944482351454,0,0,0,0.1483544768011708,0.003417381502393892,3.8519743301486777e-4,0,4.6156893066660706e-5,0.002294036212053089,0,0.004345570789374485,0.0019015153305166014,0.00990553316002501,0.014968397644038508,0,0,0.8123513429856335,0
0.10122038891196622,0,0.26128336839433647,0,0,0.0020019376253564806,0.2101519805328422,0,0,0.0048546770081870135,0,0,0,1.5522440817532174e-5,0.008360786797835232,0.35816562184169104,0.01074758722577499,0,0,0.04319812922119283,0
0.18796889347511947,0,0.004265343463388652,0,0,9.36617694747768e-4,0.6536420772829944,0.001602797794154501,0,3.009256406810085e-4,0.0049580608371260736,0,0.0051536596782156465,0.05463485069365679,0,0,0.06295275654842725,0,0.01624939977370725,0.007334617117781254,0
0.011699706439280616,0.0013107541943903364,0,0,0.0040734200516323055,0,0.004900353411222717,0,0.02839893588512696,0,0.0010287786498891637,0.0034474415210914073,0.0018719736142535218,0.011222305341933954,2.269070341823757e-4,3.7227262568893983e-4,0,0,9.89610459642541e-6,0.9036626193345999,0.027774635792111365
0,0.014693064974085774,0,0,0,0.0010749113404410736,0,0.001367588701221979,0,0,1.7079124044365714e-4,0.0011772138820493148,1.7735174004308323e-4,0.21823045897294382,3.7840114043915686e-5,0.009773075781323443,0,0.0019240763437625137,0,0.7315435597374313,0.019830067172210135
0.07987167312291424,0.036428371331468076,0.039062543513315603,0.5497588312156442,0,2.4367658927656628e-4,0,0,0.09013397381222879,3.121570783409469e-4,0.0021230004810531967,0.004812071350919953,0,0.0019504603652660659,0.044769409788442543,0.012658825801504191,0.06749538570198103,0,0.0016802237595686343,0.05489785743875153,0.013801538649324471
0,0.022539191276855067,7.967902470356787e-5,8.496315925450763e-4,6.898729265947863e-4,0,0.0068022353720263405,0,0.9081287578693243,3.699437663206966e-5,1.699522931692375e-4,2.68082666140995e-4,0,2.704751299004899e-4,2.3044321742775463e-5,0.018936840629266333,0.002473783134828298,0,2.24595709765351e-4,0.024169079855646897,0.014337783820858284
0,0,0.2462915692000796,7.056864308479655e-4,0,0.0010977353285724083,0.040108662404886086,9.079546053478067e-4,0.06755685903360586,0.0023867093018302534,4.088533853121093e-4,0,8.691339238454278e-4,0,0,0.017968747730590883,0.08082355305238625,0.005005819119191531,0,0.5358687164835038,0
1.1802585000167156e-4,5.278999236895327e-6,1.5946066772003538e-5,0,2.6791267046419195e-6,0,0.0012442383190237505,5.357764332414998e-7,0.9985049256722116,0,1.4418239597184295e-6,0,0,1.543341060255219e-5,0,7.559513533761763e-5,0,0,3.9311094826911756e-7,3.475685084632769e-6,1.2031023683298436e-5
0,1.538616927743541e-5,0,0.027537094003856746,0.001966551547572336,0,0,0.007540693209205723,0,2.63281994764889e-4,2.0795729354914876e-6,3.33065919488933e-4,1.9657489503183262e-4,0.001878801980920045,0,0.005225923606272661,0.006110849000641182,0,4.136974022628254e-5,0.9488883283598064,0
0,0.01830364651507301,0,7.135771952022324e-4,0.005755908509726791,6.426711232245455e-4,0.6374704018071743,0.01023594943364764,0,1.2693959920362326e-5,2.2516353242944175e-5,0.002884332974668945,0,0.010544305099281726,5.971646509239884e-4,0.24729538049060223,0.014511739751674212,0,3.441952638525027e-4,0.05066551687178465,0
0.08141585958849644,0.003701984621500651,0.014868225468303017,0.019922586384725875,0.010254414440419708,0,0,0,0,0,0.0025644859641596024,0.010661434404086902,0,3.056508303959531e-4,1.8730813473005065e-4,0.01916929436787721,0,0,0,0.6224684779740958,0.21448027782120882
0,0,0.0010186971389680526,0,0.010440786643542121,4.4372159710371673e-4,0.023804449221916556,0.009050560078923667,0,0,0.10483289921186849,0.0013660824620761224,0,0.1667427902538594,3.317495542626651e-5,0.0028205618728240215,0,0,0,0.6079819717237487,0.07146430483974282
0,0,0,0,0,9.360621262608634e-4,0,0,0,0,3.022302569546051e-4,0.002965583524067517,7.63042129953556e-4,0.013808727132135582,0,0.5022912039229263,0,0,0.043702233648593755,0.43523091725910784,0
0,6.096122397470543e-4,0,0,0,0,0,2.2852616755193652e-4,0.6294498555098619,1.1580407772251415e-4,8.314105043554078e-5,5.104167626383423e-4,7.150263651086156e-5,0.2721996339996281,4.63732996116133e-4,0.0063608781246609035,0,0.014435978919833647,1.801890234760513e-4,0.05829050228939666,0.017000226202420435
0,0,0,0,0,0,0.13965542867404543,8.773108763640481e-4,0,0,1.6302867718864556e-4,3.3346453785475173e-4,0,0,0,0.006348920740822043,0.0020718934525038417,0.1393092945583552,0,0.711240658482866,0
0,0.03285637429226847,0,0,0.0185751373674963,0,0.56536703671245,0.077235457715781,0.05628607212848783,0,3.748978147601498e-4,0.003103291320707258,0,7.204663699628992e-4,1.697096074900931e-4,0.06686654276841542,0,0,0.0027052790759544295,0.17573973482622607,0
0.009004832085465556,5.9721811523672006e-5,0,0.8447833186069877,0.004879138718660222,0.008468270542266131,0,0,0,0,3.0695653935919386e-4,0.001775086420299622,0,0.014886948278504229,0,0.09230551278092715,0,0,0,0.023530214216006384,0
