Feature7,Feature12,Feature22,Feature27,Feature29,Feature36,Feature41,Feature44,Feature49,Feature56,Feature60,Feature68,Feature71,Feature79,Feature80,Feature82,Feature83,Feature91,Feature96,Feature98,Feature100
0.002364390230588513,4.6316536047829026e-4,2.123268284044542e-4,1.1920775921893528e-4,0,1.2950561020055523e-4,0,4.056078646480789e-4,3.4034183678986936e-4,0,3.103802870904573e-6,0,4.701931148220751e-5,0.0011673398485709439,2.5658365182709677e-6,1.8527854422677257e-4,0,0,4.989966643941727e-6,0.9945551571993582,0
0.007899463878064056,0,0.010891408904180487,0.0019900849499879807,0,0,0,1.2049679280692072e-4,2.783519690853234e-4,1.5007683636188946e-4,1.6417270954039522e-6,1.4443746457509852e-4,3.274098323520502e-4,8.585935998305889e-4,0,0.12316025260876681,0.0015923873460393057,5.333501452076815e-4,0,0.8455921935845995,0.006459850361046873
0.10727366572865413,0.0038703557956329595,0.001555054513607051,0,0,6.340646778117197e-4,0,0,0.15396998116392802,0.0027065726196643125,1.7828788852498914e-4,0.0024598651720420337,0.03516400915629391,0.04952918609176635,0.0013634550770936196,0.13430331283201663,0,0,9.801676094281409e-4,0.40360884744191833,0.10240317423161789
0.017824043832600618,0,0,0,0,0,0.014628681533533631,0.005136059258115194,0,8.082082396787425e-4,0,0.0014242759282945623,0,0.02579569003987683,1.6832159165826858e-4,0.4611456486635462,0,0,0.0016438441039567891,0.39189982306271626,0.07952540374602295
0,0,1.2206022545294794e-6,5.819845781440158e-6,0,0,0.01278017410244097,5.4909136071791786e-5,0,0,5.709336469327912e-6,8.240762105538308e-6,1.1676947880599293e-5,0,1.5552531179419994e-6,1.1482116473126069e-4,2.2285669614059808e-4,0.9847035413689288,4.19330974593991e-6,0.001561158345796498,5.241231285347143e-4
0,0.004911676891460615,0.017956096545897714,0,0.006315213870421116,0,0.19814809841686043,0,0.4067732770825361,0,3.580772928281524e-4,0.002073758187824095,0,0.002852249473319227,0,0.059643295144001435,0,0,9.561852728598807e-4,0.3000120718219912,0
0.0811890253849016,0,0,2.948798562232872e-4,0.016277817649810435,0.0016895604015555782,0.08196482060631666,0,0.5097643959952437,0,1.3897174089418644e-4,0.0070317937328686,0,0.07394673915181982,2.4159516320800513e-4,0.038158171853684336,0.040517611304278556,0.04490915963009916,0,0.006695749897365264,0.09717970763173085
0,0.02014435664548058,0,0.0028278048330877847,0,0,0.01628140410474018,0.013810920148853115,0,0.002352381452695814,8.276833274088708e-6,0.0022538175791842405,0.0012673068218376747,0.0043788208911229535,0,0.18126860637538417,0,0,0,0.4409329116158974,0.31447339269844193
0.019034953595206735,0,0,0,0,4.553780053199226e-4,0.03213030887925579,0.003116222666803322,0,0,9.584739254918406e-6,3.090439964790198e-4,0,1.2042602494322769e-4,3.035242536395657e-6,0.0029305462465432615,0,0,1.3547627573482137e-5,0.9372855358067523,0.004591417169331653
0.018677541582503815,0,2.775580669550915e-4,0,0,4.3299714856970804e-4,0,0,0.002843278750969008,0,4.982134616186638e-4,0.002657556449982379,0.0034496702051224843,0.2614263939197808,1.3650053362577129e-6,0.003425713148408757,0.015251715913712865,0,0,0.6771001470380205,0.013957849309019698
0,0,0.12094030465998067,0,0.029297375283888025,0.0010130245142225408,0.24819090717437356,8.352544639712189e-4,0.0507664453953991,0,0.005662727795047942,0.012624743258108292,0,6.221274562817656e-4,0,0.16483508330342359,0,0,0.002712071197115936,0.02625556623654664,0.3362443692616408
0.09813539448069013,0,0.029367249487870336,0,0.004780820235776994,0,0.0026464379781950013,3.488598306411578e-4,0.671365922664784,0,9.234310578561748e-5,0.004344781866853895,0.0012566658052009184,0.0019104814709813287,0,0.004872345898125134,0.023814570856855465,0,1.1168520546133883e-4,0.1569524411127786,0
0,9.668621850328074e-4,0,0,0,3.4728604991382045e-4,0.014458573644232364,0.0018274903670333733,0.0024492702247494204,0,2.325535783563313e-4,0.0010834341723713497,7.151228490299815e-4,0.0038614108565741207,0,0.002348396027459897,0,0,2.4200446738996704e-4,0.942746871037912,0.028720724539944564
0.07551201272902941,0,0.37524498426702935,0,0,0,0.12017086444080374,0.001877962445606998,0.0704825457012577,0,0.001422454058393439,9.57314263277957e-4,0,0.0029165684262469444,0,0.35140909396312037,0,0,6.1997052340645814e-6,0,0
0.05101181079083211,0,3.176891474015953e-5,0.0044656494695645725,0,0,0.00824076175576005,0,0,0,1.8215457049417115e-4,4.329928017093066e-5,0,0.0027621648843870385,0.0019213150676794942,0.0030250358627144,0,0,4.660812977938196e-6,0.9283113785906792,0
0,0,0.00597245154103068,5.75766521673206e-4,0.011900267577623759,0.0010050222472948315,0,3.0870717434678833e-4,0,0.00420311823745995,0,0.005420651420858754,0,0.0021466850739449376,0,0.12928931546779607,0,0.6166604949752961,8.462479448344577e-4,0.14918106217639163,0.07249020964144885
0.06686457009210381,0,0,0.006203895859119133,0.003655909119736069,0,0,0,0.043127656581856334,0,0,0.0024679680824775574,1.6215817015712833e-4,4.643671841631514e-4,9.555811965135841e-4,0.050596539463289514,0,0,0,0.7884226303740619,0.03707872387652192
0.011428530317240034,0,3.0866116491098727e-4,0.005636384404801539,0,0,0,0.03952233458779959,0.05135187687511506,0.0017268330576014543,5.23726822715921e-4,0.005531237044549397,0,3.8620226454329627e-4,3.647138181426853e-4,0.45442768507292214,0,0,0,0.038379833818522495,0.3904119807511354
0,0,0,1.0342046261314017e-4,7.747202120174496e-4,7.124022325101429e-5,0.6756382304250008,0,0.001117634349376792,0.012764026398205309,6.707428899456473e-4,6.975860330243576e-4,0,0.023016399753487668,0,0.0060170209543209605,0,8.584478370470064e-4,0,0.2733640372221859,0.004906493239523914
0,0.0017957803887275199,0.017232256210686796,0,7.693762119779389e-4,6.965500391772889e-4,0.005845973385476549,0.002908007052211735,0,4.0896790815756897e-5,0,0.0012927844431984965,0,8.04883573155431e-5,3.550454855856415e-4,0.3091524306041752,0,0,0.0018725852494391796,0.6479597463271777,0.009998079454034612
0,0,0,0.026764992374233385,0,7.76264615472436e-4,1.0733913974703294e-4,0.004131869623380931,0.1357293724331304,0,3.765785850532911e-5,0.003910120545011151,0,9.575436176688713e-4,0,0.027108287235396548,0.04322666491150574,0.14403095589992804,9.739212793090712e-5,0.6131215396180892,0
0.023421249949009366,0,0.022311216497640233,0,0.00479331563882418,0,0.2511200931598758,0.007464399750173618,0,0,1.9163750046198872e-5,0,0,0,0,0.15067757048456593,0.02897889411837825,0.4671014965948935,0,0.029249944509403814,0.014862655547189081
0.2665514621186834,0,0,0.043346578435977695,0.009805463424145622,3.714493927458047e-4,0.48355925976705433,2.8713299346082777e-5,0,9.107593308772779e-4,0.0012665265106471377,0.003303647782655246,0,5.366784066152587e-4,0.0025941115455843148,0.05421374688637999,0,0,1.9243621750574644e-4,0.08085722188114318,0.05246194500063883
1.2306717630417417e-4,0,0,0.013735167879649157,2.282883366312104e-4,5.651897904278049e-6,0,2.2374101037532312e-4,0.0015850736594436932,0,2.3212357365439963e-6,1.4120839452740081e-5,0,9.654393183680587e-7,0,0.003796356378585928,0,3.2849907739265636e-4,1.3877700455508763e-6,0.9779597151229145,0.0019956441762458504
0.0074144665283035534,0,3.5105861617106427e-4,0.0027100095750069012,4.5482197015658533e-4,0,0.005288188059289753,8.022043197802452e-4,8.62561333159152e-4,0,1.3382347359341715e-4,1.0373669894960411e-4,0,4.354037093450839e-5,2.1167262177807167e-4,0.027826041133096276,0,0.0010086862543106782,1.9926593770768495e-6,0.9527871963860931,0
0,0.0016310615512297815,0.00178669015780516,0.024986999575650072,0.003145881208719293,2.4340073348980525e-4,0.9451898011837615,0.012439965498741877,0.0029375519836693153,2.5283858166789866e-4,3.48505863722836e-4,6.947555633533424e-4,7.629210894235054e-5,1.0191225722550224e-5,1.0545665419835527e-5,0.0010076484251462295,0.003934714828794164,0,0,0.001303155844163894,0
0.1543493368382637,0,0,0,0.007316629639284005,0.03889641076005323,0.5211359838085986,0.02092963163115128,2.122602284392697e-4,0.01608723406402665,0,0.003886721825517745,0,0.004817443041696226,2.25269060014055e-4,0.007927429455111257,0.046759017472778414,0,0,0.1394322053817968,0.03802442679326873
0,0,0,0.0010698891579325948,0,0,0,7.200548435656179e-7,0.998851835272569,1.4739440565940654e-7,1.3300267819635273e-6,3.427726578448659e-7,4.162838005911436e-7,2.359558661611547e-5,0,5.633735847206853e-6,0,0,1.1961641949582518e-7,3.909067364356148e-5,6.879424482314061e-6
0.005614237460546406,4.2028691783041466e-4,0,0.7324841273323667,0.009632065847147585,0.0033894721231432414,0.014709056022038333,0,0.01994310848706514,7.203585252920296e-4,0.0011040669210583126,8.426273977387372e-4,0,5.0274613212176e-4,1.1365114422347917e-4,0.10204927851345409,0,3.2324566255371794e-4,0.0015576575816558967,0.10659401393176425,0
0.03395223087711497,0,2.8018038939006017e-4,0.12864657820352976,0.003327100734125847,0.007074544540200977,0.17407328378438852,0.005068667290895758,0.00200618794230846,0.008593661133603249,0.0020626365814404826,0.0013248238884707227,0.1350672502110276,0.05920390911500957,6.620909228445483e-5,0.07160690527436216,0,0,0.004239064272655598,0.36340676666919186,0
0,4.936132015240019e-5,1.1912849163869372e-5,0.6621749613697225,0.002365852702151937,1.567646891887872e-4,0,0,0.0476584404365045,0,6.509556742530734e-5,0.0015726087673156052,8.801398609655157e-4,0.006556724943850799,6.597220122970882e-5,0.04374633342450448,0.001569517380964255,0,0,0.23312631448686036,0
0,4.7887272585402405e-4,0,0.037664509705723596,0.0049414865619823315,0.002171630763881232,0.005481825208748287,0.001264976067061391,1.5067121519166384e-4,0,2.2826390613619595e-4,0.0015419679672259514,0,0,1.0579387706702446e-4,0.4928314036872192,0,0.0015487710733739645,7.758818076907041e-5,0.4447316124961364,0.006780626563629618
0,1.908877937493321e-6,3.45186183946582e-5,0,0,0,0.0011317607818054954,6.131165716112362e-5,0.7982906505771054,0,8.281064321742679e-7,4.115758268430811e-5,0,7.796441404651001e-5,3.4115317809728344e-5,1.777163751486807e-4,2.6854984260896256e-4,0,0,0.19987951784886548,0
0.0500474545176641,0,0.1291890659233747,0,0,9.89838937878101e-4,0,0,0,0.0024003486785305773,0,0,0,7.67492260372786e-6,0.0041339111763388815,0.1770915707951187,0.005314041851038695,0,0,0.6308260931974525,0
0.2943850981807798,0,0.006680113560441958,0,0,0.0014668719218835743,0.11730448800759086,0.0025102014342525524,0.34441788846106947,4.7129087499107257e-4,0.007765004088385699,0,0.008071338732239005,0.08556567838536178,0,0,0.09859266112939331,0,0.02544879133628953,0.007320573887321338,0
0.03696830553069737,0.004141673279183961,0,0,0.01287104405611662,0,0.7862025550116276,0,0.0011615574441622863,0,0.003250697241844595,0.010893099934801061,0.005914993925384607,0.03545983096178444,7.169725676667692e-4,0.0011762934598921334,0,0,3.1269350233960894e-5,0.013450426447601409,0.08776128078900326
0,0.007451425190528166,0,0,0,5.451293827308066e-4,0.8638552892088812,6.935574651401975e-4,0,0,8.661488624789843e-5,5.970109838085378e-4,8.994197096874e-5,0.11067316058286862,1.919019479574827e-5,0.004956307155405159,0,9.757740105075254e-4,0,0,0.010056598968117355
0.011215295578422295,0.00511514202656323,0.005485023092888383,0.07719517505840946,0,3.421619790126146e-5,0,0,0.8460537142623968,4.383198402646291e-5,2.9810415854821367e-4,6.756939029181566e-4,0,2.7387669063590414e-4,0.006286360908907119,0.0017775071873246861,0.009477461423180912,0,2.359310299215957e-4,0.033894703646582765,0.0019379628513727255
0,0.09767262519304676,3.4528565910040926e-4,0.003681842310644155,0.002989534937720476,0,0.618662433850787,0,0.10267910979216345,1.603135551161054e-4,7.364810222123425e-4,0.0011617248129763258,0,0.001172092452755356,9.986158654775584e-5,0.08206199212755737,0.010720033827703439,0,9.732759401356092e-4,0.014751217556116724,0.06213217537541668
0,0,0.23850676258179776,6.833810291034417e-4,0,0.001063038009136151,1.8938805790752426e-4,8.792558925020208e-4,0.004037330805340823,0.002311269974251366,3.9593030982795004e-4,0,8.416622586784052e-4,0,0,0.017400789896266054,0.07826887473855354,0.004847594727120088,0,0.6505747217195149,0
0.0024643862595416584,1.1022579530968425e-4,3.3295475394672243e-4,0,5.594031340081145e-5,0,0.017082400095300345,1.1187041484961904e-5,0.007597808740166899,0,3.0105363824600462e-5,0,0,3.2225046484524785e-4,0,0.0015784305964462743,0,0,8.208178287858843e-6,0.970154893959184,2.51208438260949e-4
0,8.341938084739783e-5,0,0.14929819701822558,0.01066207641063469,0,0.32393938811788964,0.04088346795941193,0.34312633303071216,0.001427439188763148,1.1274845842240783e-5,0.0018057875410147021,0.0010657724959354513,0.010186323519335311,0,0.028333453488673013,0.03313126424736666,0,2.2429482304963966e-4,0.055821507932298384,0
0,2.6222952906500223e-6,0,1.022315480662899e-7,8.246275825988737e-7,9.207309912156943e-8,0,1.4664663663102273e-6,0.9998885920591644,1.8186163774226213e-9,3.2258340993944482e-9,4.1322764673762465e-7,0,1.5106433344991417e-6,8.555355625837124e-8,3.5429088467480434e-5,2.07904292615226e-6,0,4.931157399271157e-8,6.672833499321961e-5,0
0.14787192398888516,0.006723746347768255,0.02700448189592237,0.03618448781888723,0.0186246267047768,0,0.15411502682238,0,0.014219398671413327,0,0.004657759255745209,0.01936387855857481,0,5.551397060461189e-4,3.4019924866352956e-4,0.03481631777904627,0,0,0,0.1459722364933444,0.3895507767085466
0,0,1.262200824205828e-5,0,1.2936494079276442e-4,5.497863340910018e-6,0,1.1213955506652377e-4,0.9651424071689344,0,0.0012989157103469255,1.6926231984044896e-5,0,0.0020660005730653293,4.110491183321011e-7,3.494773259310844e-5,0,0,0,0.0302952998277009,8.854673388147088e-4
0,0,0,0,0,3.538442541129314e-6,0,0,0.4885452516349971,0,1.1424716035638316e-6,1.1210310305737475e-5,2.8844033505412324e-6,5.219887243849278e-5,0,0.0018987292767581035,0,0,1.652004053430342e-4,0.5093198441826622,0
0,0.0012986526769112137,0,0,0,0,0.20152449618679993,4.8682769125292475e-4,0.13327097904251736,2.4669661421820876e-4,1.7711479637306116e-4,0.0010873372480442259,1.5232156485173092e-4,0.5798649703860014,9.87887147784558e-4,0.013550534037053476,0,0.030752864601036593,3.838554123917954e-4,0,0.03621546259476351
0,0,0,0,0,0,0.05001202553113673,0.002898577283249968,0.07087027744867268,0,5.38635998878476e-4,0.0011017448435167287,0,0,0,0.02097641546263574,0.0068453993408032566,0.46026872278837083,0,0.38648820130273553,0
