Feature3,Feature4,Feature6,Feature7,Feature8,Feature9,Feature14,Feature20,Feature21,Feature22,Feature23,Feature24,Feature34,Feature38,Feature52,Feature58,Feature59,Feature61,Feature62,Feature65,Feature69,Feature81,Feature82,Feature96,Feature97,Feature100
3.573108998859492e-4,0.0072080998844933665,0,0.03375253857720534,0.0037350374693145695,0.012498332677596254,0.0019232545672430775,0,0.003058313141460213,0.016076377822626012,0,0.004798586825225356,4.1206289396527736e-5,0,0,0,0.002806557843111156,0.4202032893909229,0.005131678559357746,1.5539062457942308e-4,0.02124700130114598,0,0.07364493701202322,0.03493446367793717,0.0077953484256113904,0.3506322750108643
0.005399417241934899,0.0073781859655562936,8.317208994695793e-4,0.19490832330142377,0.0029234140306351915,7.442911539475613e-4,4.258263879451083e-4,0,0.004729357329509769,0.028796216720492512,0.10175206656938048,0.01239368856721834,0.005173816984315718,0,0,0,0.001894812927361626,0,0.29214782235946957,0.021838051427250798,0.12887708323290792,0,0.1419984634422307,0.020812978351637288,0,0.026974463107312822
0.039632684459933044,0.005139601344945871,0,0,8.077098080512794e-4,6.818080233665674e-4,0.0020615771930240084,0.0011036930390826523,8.997969655717258e-5,0,3.851951949689104e-4,0.0012347244142197592,0.015420723067947227,0,0.012909894902895082,0.003420913849103666,8.198620338045871e-5,0.04306257397468374,0.043117412576142086,6.80088138315182e-4,0.2660243442660795,0.092068229705928,0.23575844003680488,0,0.005230129129893393,0.23108829097467753
0.002775777158351919,0.001286574142142741,4.7267502282659444e-4,0.0029563578139468203,0.03918311179660081,7.739767299201172e-4,0,0,0.011361909969212814,0.0043358255285831804,0.002563920135152616,0.007219031193460002,0,0.004946544585999007,4.5497813837476903e-4,7.176686258053376e-4,2.8762844878699753e-4,0.29269195058531905,0.0012535856339373124,8.70529409045269e-4,0,0.013665470473274832,0,0,0,0.6121824846092598
0.0012033255932075255,0.001136875052385785,0,0.004492877272594482,0,0.0023866239556182252,0,0,4.2482905995918204e-4,0.013347422092991659,0,0.0013792622887905013,0,0,4.861816645478177e-4,0,3.3759175509576433e-4,0.016484795701672803,0.387205873805961,0.0021534376295167476,0,0.041193401553696295,0.01878188907955816,0.017793822900622494,0.4909688423841317,2.2294820964994844e-4
0.004448975824839827,0.17744571500033413,0,0.033658825807975856,0,0.002598311589959584,0.010406474265204139,0,0.018520040012486826,0.10925938202652531,0.019834674700545164,0.007157319033307117,0,0,0.11683683173884357,0,0.004918740983914762,0,0,0.00831970318247011,0.20209953185660043,0.2227346347289865,0.0037443690606791327,0,0,0.0580164701873275
5.978715681834131e-5,7.901443414010614e-4,2.3296918738656904e-4,0.004529833992780101,0,0.018018139460926407,3.792086657163464e-4,0.002858873341540787,0.001544462553562153,0.008710409208478629,0.24319487429200712,1.5108638494564067e-4,1.8731782185666562e-5,0,3.053581096847849e-4,0.00327681167364382,0.0023669946806657983,0,0.0010805288525078942,2.619059643879622e-4,0.622565676232275,0.017474968222215517,0.010078320738671176,0,0,0.062100915158199335
1.3094423693485148e-4,0.004244121500875737,0.0018745594027574416,0.018359444002231523,0,2.8893046507454004e-4,1.2177853444814757e-4,1.5426654935797742e-4,0.004244658561707302,0,0.01752847459247521,0.0010897332867403984,5.72443422895989e-4,3.0428328364678594e-4,2.216767199918802e-4,0,0.006377556301806113,0.7403394380506669,0.0033638577510795298,4.1790216557235915e-4,0,0.011922619443327901,0.009836711985662936,0.006386925951620338,0.09967753397566488,0.07254213981546123
0.0010347197675517877,0.001982320265342615,0,0,1.309223112686518e-4,0.0026631774128763577,7.259214486999302e-4,0,0.002416540738775701,0,0.7940985817380953,0.004870471851731815,0.0017633274759140504,0.0016148592504266748,0,4.5532603024183896e-4,0.0037675944754661773,0.01612385526836467,0.1363923352606672,3.1293749825095916e-4,0,0,0,0,0.002212447505131274,0.029434661701194995
0.005801263006244327,0.09725358312543707,0.011292859552755764,0.008423112482042536,0,0.04532173122912407,0,0,0.01056017980446717,0,0.0014843665922317803,0.0017948003567821807,0.014532271838271545,0.24193319479397593,0.00535003850865823,5.865046731784587e-4,0,0.3825343338464648,0.0032658129678249225,6.845465196200836e-4,0,0,0.15273543192071776,0,0,0.0164459687822034
0.0014556452746167343,0.027182438166654437,0,0.005503957909255134,0,0.006595825270998885,0.0028448431489757095,0.009452042558824614,0,0,0.0038137728430210557,0.004339602879701788,0.00515992348072076,0.0025599394371468576,2.1898792713532635e-4,0,0.010061889072724746,0,0.007119035661123688,0.04432963873374899,0.79775003289231,0,0.007342022663553942,0,0.04661210600318676,0.017658296076300723
2.4526328160448e-4,2.404690789341491e-4,0.0017156705753693857,0.0010242049085960625,5.4256922334380194e-5,0.0060547627430217734,0,1.1499299351439773e-4,0.0012165911015088837,4.912794919639936e-4,0.34928186959317914,6.612295655144793e-4,0.002422102006420237,2.3872506639756322e-4,0.0010468379491222475,0,5.334757045972941e-4,0.5226938077058644,0.05145477755039435,2.793095086775623e-4,0.04635188896753244,0,0,0,0.009450250534996226,0.004428234750456456
0,0.0024276348461718528,0,0.7179630256770883,0,0.004648827904039593,0.001129892862870592,2.2792988336172554e-4,0,0,5.80976704712895e-4,0.0019152051473329801,0,0,0.0015793911126107992,0,0.008090599297660041,0,9.162885898943488e-5,3.7384693404479485e-4,0.010647134607734862,0.1707562451460761,0,0.019774251315456733,0.01292812530719456,0.046865284394654746
0.009657565588613881,0.006053022141140682,0.004766060259240381,0.0033877855128852134,1.869262910672931e-5,0.004496857731881241,0,0.022765723778267948,0,0.019726401246475726,0,0.03865158217233156,0.0023198137596687316,0.034365127236812724,0.001407449980380855,9.623299211788697e-4,1.9952843047554172e-4,0,0,0.0010709922967726516,0.5773198930510545,0.049737319545728825,0.2112910011083841,0,0,0.011802853609599828
8.723854319106061e-4,0.01062811990392,0,0.4381727638477772,0.0028078003131692094,0,0.009133424443318215,0,0.0026253198974764977,0,0.022467254103873634,0.01109327570168341,0,0,0.028120751177673427,0,0.042107464457139324,0,0.004060760069430737,0,7.89499069468146e-6,0.1560493312777941,0.094572996367632,0.08400224743717906,0.011266106831470538,0.08201210374785742
4.038839908470502e-4,0.17948025134094325,0,0.018726872316854944,0,1.2597275230290448e-4,2.275395251658379e-4,0,0,0,0.0020391751088870945,0,1.299834047395325e-4,0.0011404203429113441,0.0024526465371445256,2.8231354271315455e-4,0,0.011283914212862492,0.0587798690096512,9.600778949114794e-4,0.1732258128134615,0.5037408035875761,0.029801015466775712,0,0.0035705179196110475,0.013628930232640852
0.005018382958322327,0.004401946545997931,1.5081755448213133e-4,0,6.455887558444495e-4,7.881923698054132e-4,0.006974539188405268,7.547799169503787e-6,0,0.0046283104668028196,0.9324844145240578,0,0,1.8535690635025856e-4,3.805687808875148e-5,1.7280365051233448e-5,0.001841710381820854,0,4.210134527249944e-4,4.909892947610776e-4,3.2925733525183054e-4,0,0.035417569091010875,0,0,0.006159026132052394
1.615540345067289e-4,0.004699243978324857,2.784209787847365e-4,0.02323702200463598,2.678843998129213e-4,0.005177211960995616,0.003939262709755051,1.9052227056766491e-4,0.014930959480271561,0.017146995818280494,0,0,0.0014247972247868443,0,8.440220588185835e-5,1.8724306785247033e-4,0.0019416129600789104,0.4918927341576812,5.036938771628319e-4,2.5650638029220147e-4,0,0.02132715315373662,0.005172286128263154,0.009269447583437705,0.3855849488372661,0.012326096787624578
0.0037283751007559087,0,0,0,0,6.210047633809045e-4,0.0022916207370160084,0.054076573922559074,0.03361293274900643,0.04543036293531634,0,0.022720149242664876,4.7366092082702806e-4,0.17177949070082454,5.152606322065851e-4,0,0.0011932390465427328,0,0.00790185338005752,0.0016084484698547195,0,0.13695993177310828,0.226265584450633,0,0.2533267454646935,0.03749476571055259
0.008490348239551977,0.007546422244120534,0.005232459185780654,0.18302593809675996,0,0.002110235303495892,0.06046003503493457,0,0.009566806395095825,0,0.0021967901755159083,9.966778056693145e-4,3.4839681998608804e-4,0,0,0,3.119906813930813e-4,0.05709295521365144,0.38893020317471916,0.004669820251376097,0,0,0.2690209213779495,0,0,0
9.292031140768895e-4,0.013620298533051124,0.0017335105284511695,0.0032457578118774227,0,0.014501842767508318,0.00917867990368769,0,0.003309807549605252,0.010771787783774474,2.6169173559109946e-4,0,8.479237153222734e-4,0,0.004145614892477041,2.6309273352669434e-5,0.06543403221640065,0.06414895981281285,0.026213819986844692,4.676371621450911e-4,0,0.02988174519639575,0.14941908158335646,0,0.26566893321736484,0.3361933632159043
0.02714484338280032,0.06895859877911459,0.0037616553359082145,0.559216875011196,0.15522309163500242,0.020909612738781235,0.00492813784654744,0.005195026275079653,0.003042134598333297,0.036117500872337116,0,0.006944309318086073,0,0,2.783158746937203e-4,0,0.0038517792954364917,0.010073418584002247,0.016780751508774408,0.004295351458758427,0.0013024197872535056,0.007439495911828452,0.008492973353482397,0.045828179734186646,0,0.010215528698397362
0.0029731882314179116,0.03185127949390655,0.0017603542201397328,0.0038830891908521437,0.052756586133953134,0.015484279266457878,0.003937933324087616,0,0.012305857683635322,0.003097436568195242,0.003747548464941201,0.011158254548576387,0.0017734512750806936,0.027967283210112322,0.0013096809537565266,0,0.030546498050311205,0.06360525651773362,0.32567320437136993,0.0034154537806071984,0,0.03054107885035828,0.01213038351790464,0.25993043323086623,0.0020404382508277964,0.09811103086490841
0.0023711169901212735,0.015838045087352075,3.3121729532842857e-4,0.11881257765560813,0,0,0,0,0,0,0.008815389135069681,0.0014366753575045686,6.940828394472695e-5,0,0,0.0024907078782739254,0.005544941470299426,0.4173588702363586,0.30335986229231615,0.0011001929488426555,0,0.07879858518640251,0,0,3.5206354788950206e-4,0.04332034663468841
0.0026716462663333045,0,0,0.0021889114606251673,0.012175861956633288,0.007966883142548148,0.012821709569193207,1.936017185009015e-4,0.1018896973235726,0.05966804802292588,1.0678707644432317e-4,0,0,0.00472196809368876,7.11608699771032e-4,9.037456086219435e-4,2.135137834615507e-4,0.28355332386927423,0.11627454201538383,9.089867381267211e-4,3.745294168581643e-5,0.3709521594097301,0,0,0,0.022039552303479235
0.003716829636067562,0,8.518696025517483e-4,0,0.05587128115321276,0.0057282297627282,0.01722271400004548,0,0.003488668973632861,0.01509015574652843,0.6184905476114274,0.0032329142694366747,0.0032886631064979292,0.017544625643897777,0.003831464443469063,0,0.021442340779080905,0,0.06970179757708818,0.0049442884761910725,7.778605962588352e-4,0.027738216987389718,0,0.1178208396489673,0.0026561127028823907,0.006560579282645776
0.0010629013961646204,0.011250112114166586,0,0.3753679770172914,0,7.238484087865336e-5,0,0,0,0.018735801329340163,9.4991469009723e-4,0.001489575285877191,0,0.02778770266611217,2.695049324651627e-4,0.007461486479812874,0.009200523124863028,0,0,6.554158975829902e-4,0,0,0.009839178502319438,0,0,0.5358575217230285
0.015589568874577613,0.0013437525186399944,4.263751667419584e-5,0,0.0027016955518026787,0,5.7925926556614e-5,0,0,0.04932579972211733,0.9038657975578281,6.95152832759947e-4,0,0,1.948204407068878e-4,0,0.008030154095772646,0,0.0028887371994444876,0.005454544375345052,0,0,0.00980941338777445,0,0,0
0,2.6057234941742315e-4,0,0.001516015455646094,2.862511684485275e-5,0,3.094212504528804e-4,2.7013706071814745e-5,7.675938048316841e-5,0,0,0,1.1299083863797493e-5,7.077389828201764e-6,0,8.628493462784302e-5,0.03790223584972876,0.06219114337170754,0.0013093740575861814,1.0088616597798145e-5,0.008471848530810318,0,0.006823861209234226,0,0.878617896065727,0.002350483631372084
0.029506061311226798,0.004348425854016578,0.010237684625281103,0.07825555717539373,0,0.03281089837855412,0.002854567635657819,0,0.027392763993334006,0.013988843678316076,0.015674016006361084,0.008932441057465304,6.76090630409744e-4,0,0.03310397344219939,0,0,0.6299422475110129,0,0.0025983855277531506,0,0,0.005968931045674676,0,0.08811458141834073,0.015594530709002734
0,0,1.7807005244884047e-4,0.008419206872800202,0,2.4956646892423186e-5,0,0,0.0018639692346370652,0.010489518972757765,0,3.9259235477564217e-4,2.4197705511537666e-4,0.023161023885350775,6.159161239243756e-5,0.0037318509211384477,0.0011912958666100066,0.9416469947349858,9.633337658137659e-4,3.513547771978169e-5,5.545285198313059e-5,0,0.005329960669022124,0,0,0.002213069025556425
4.95538664597017e-4,0.14290504129717851,0,0,0.013600149882861547,0.0031908748277261366,0.0019498312188579198,0.0029931130619320714,0.003744845349776144,0,0.014247536531110733,0,0.0018860473022291398,0,0,0,0.0023134943856411567,0,0.16111550523457321,0.0020942149016894506,0,0.04670420215740643,0.20206387933092104,0.006550714387141245,0.2970226944203223,0.09712231704603581
0,0.012502243960606119,0.0011123076756584585,0.6557192999775859,0,0.00247182849306159,9.617206002302103e-4,0.0010351418604196273,0.005737130836377227,9.3584692873033e-4,0.0012808148509849313,4.963468020701793e-4,0.0022332624644889037,0,0,0.0029182407112205207,0.0016020223353344683,0,0,0.010551668519399005,0,0.026754247257727362,0.004244189998243688,0.013140260939126186,0.03535635560104331,0.22094707018769189
3.180668600072962e-4,0.0012143191365749488,3.985179044518854e-4,0.6908860380923438,0,0.001557539737789406,3.19350240341071e-4,0,5.915460477127767e-4,0,0.09121174327404286,0,1.4649668147183158e-4,0,0.0016264880878701044,8.227224080374298e-5,8.751948734873723e-4,0.1629960634512731,0.01845609918292182,6.483199806973261e-4,0,0,0,0.008741304262545721,0.01061051442381105,0.009320125521853762
0,0.07856027238787039,0,0.012621472579335396,0,0.014640663702209749,0.1502552087650774,0,0,0.03477175457003646,0,0.0015461127869793876,0.0028722478630746236,0,0.28196437581396167,0,0.013787778299573509,0.3134020777018692,0.007681791728859458,6.316064370071408e-4,0,0.052030412312487506,0,0,0,0.03523422505165815
4.4145633622608973e-4,0.018422209843867256,0.0017019575538253723,0.2218677504557114,0,0,0,0.0011026978005257888,0.003136872928773876,0,0,0.0056189067166454104,0.00603627914344278,0.007735435544086324,5.097040362742306e-4,0,2.0791139848281578e-4,0.05224737887061837,0.0014735598602548235,2.389396949286443e-4,0.0028373201604411586,0,0.029683595445335057,0,0,0.6467380242105605
1.7323178231209988e-4,0.007874824150365166,0,0.7829266597527837,0,1.1762575135167799e-4,3.2841730623875404e-4,0,0.025345360027353228,0,0.16419013421551215,0.0027435732617051784,1.2258800743761598e-4,0.003724800326534547,1.20852731079892e-5,2.392809452994648e-4,0.0030602202462538214,0,0,1.4102969212811698e-4,0,0.0011798059196572218,0.0018386647018769887,0,0.005833875862897675,1.478227771845882e-4
0.03320512009861608,0.007831646937320092,0.0035853940816636828,0.02568421874450329,0.005015225352418539,0.006104662933246045,0,2.907816458058367e-4,0,0,0.2765163065259661,0.00301326911980706,2.7749795041594294e-5,0.005519206195323062,4.5293998332198235e-4,0.001034451822784772,0.0061412377785719395,0.12638932145833334,0,0,0,0.4367650838583272,0.007514974979929555,0,0,0.05490840868901988
0.30880080584519315,0.00870011844043536,0.0011018106914632883,0.11543479827210049,0,4.495438738916548e-4,0.004566613018776875,0,0.0016623466766147823,0.12043077442156477,0,0.10055564271677397,0.0031918973894750936,0,0,0,0.01818542094930952,0,0.05065170468301942,0.002165823331652078,0.001247904433346521,0.006043049223468086,0.14608994141054144,0,1.150150509968803e-4,0.11060678957137658
3.3026905495507435e-4,0.002064936815989677,9.64567960061571e-4,0.09937478778175118,0,2.1193784948457542e-4,0.0013682168657059835,7.365519934640012e-5,3.999210281186113e-4,0.014478692454773522,0.7754985279794642,4.2900117457297834e-4,1.2205779000911306e-5,0,0.0013035814952738662,5.157304831371812e-5,6.27898258535498e-5,0,3.615144650427461e-5,2.5340585878426414e-4,0.003572070676013086,0.014179354684718606,0.011686919347822842,0.002690038949126563,0,0.0709573947243646
0.14339424832248382,0.04416343960190471,0,0,0,9.339777039525561e-4,0.0028982244624485404,0,0.009615706987098214,0,0.46898541314864256,0.009592089394846424,2.6006643434915006e-4,0,0.03195273959679353,0.007227793309226031,0,0,0.03154399490175637,0.0026397986912550086,0,0,0.02287550369299802,0.07464468852460941,2.1176660641723615e-4,0.14906054862121845
0.0016901423525914631,0.15972476662049798,0,0,0.00634025787727771,0.02242018625295389,0.057217759462538494,0,0,0,0.022574158452492495,0.024072592965335413,6.848963154213077e-4,0,0,0.004613538284663557,0.008071845183321083,0.033830847424874515,0.5800748349019089,0.003977217333283766,0,0.018824239774577506,0.002674561744197575,0.05250743744445098,7.007176096133313e-4,0
0.0014210673170114328,0.06172598417015252,0,0.011472587436277049,0,7.353020984384428e-5,6.694978185716601e-4,0.00041876034365865477,0,0,0.3642931984962286,3.7890568122112917e-4,0.014995268392878541,4.7079666127689945e-4,0,0,9.329124768364261e-4,0.48967762488826144,0,2.950434692800446e-4,0,0.007002620900733305,0.001678174870189763,0,0.0326678872119499,0.011826139655628657
0.009543218014099427,0.023233369413196182,2.54249189817787e-4,0,0,0.031887688487150116,0.0018781538954825204,0.0013020593761746723,0,0,0.001443342721084808,0,0.0031775089414721107,0.06477402752101499,0.011456340378968113,0.0843591572201824,0.38973063050986084,0,0.17509862095223475,0.0015426199994348683,1.7700679559224715e-5,0,0.019980409057753952,0.029469233659558895,0.024668503287331157,0.12618316669562316
7.815561889119787e-5,0.01665802870002028,0.005642085523496409,0,3.9531651022818007e-4,2.1563956425948798e-4,0,0,0,0.008204238377632251,0.06773562215285024,0.00862093853193733,0.0010967478294023445,0,6.594573497986046e-4,5.395454076323487e-4,7.150701016214679e-4,0.10723394418094219,0.14596784051467732,1.3394174002906477e-4,0.37736198039079694,0.022910120124506744,5.243964183447507e-4,0,0.007646816867119069,0.2276601140958138
0.0021416431514020315,0.11542480240871474,0,0,0.0012375711917305143,0.03227560929768688,3.624301065879061e-4,0.002369591404149372,0,0,0.041204667570460964,0.10838926648163537,0.0020819333657282483,0,0.0018159225965425282,0,6.188924586724922e-4,0,0.06054524869315266,0.027449407612531618,1.4851405748395592e-4,0.014583701211586973,0.0755609840348553,0,0.27600775865533156,0.23778205570174693
4.7441078019235184e-4,0.003615220304203452,0,0.02190621322597576,0.002081424786730144,0.0019521646511646642,0,0.004095865894763866,6.476994585711413e-4,0,0.002170280007785678,0.0030681418657067332,4.586161338057628e-5,0,1.3983058219321117e-4,0,4.3198093530907086e-4,0,0.0016239292861955736,5.641920285798894e-4,0,0.010493796388903671,0.032973332164293837,0,0.9052995686715656,0.008416087354484854
1.5125990095398386e-4,0.025276306774740447,0.006813216619013713,0,0,0.16879525486850447,0.0045187066873091375,0.03320948814730193,7.862839739021066e-4,0.051110061209850635,0.24377951257245065,0.01836669537696833,0.0011921167789605107,0,0.004400955060407358,0.0024688474707383946,0.0011682131963318984,0,0.08444557032229484,6.512333280005142e-4,0.009254275283248833,0,0,0,0.18658456330934767,0.15702743911967457
0.0012299906587727413,6.028137804084852e-4,4.9231426746900956e-5,0.7519665505314239,0,5.7852225397293265e-5,1.2252219338358566e-5,0,0.001093800756007938,0.003718152112524582,2.8913794784203497e-4,7.110597156919791e-5,4.2782114317490185e-5,7.311040184480675e-4,3.3480721236341327e-4,6.732076092992633e-4,5.492760419893261e-4,0.07309819260781271,4.9234086453012714e-5,0,0,0.0016996139783439694,8.882063116335276e-5,0,7.886295601257143e-5,0.16356321111376543
0,0,1.934464924577836e-4,0.6800083403774749,0,0.0013215852627179686,0,1.2822935903305111e-4,5.996584578331995e-5,0.018863457254512026,0,0.03182668388229549,2.3754075119817103e-4,0.0016101586451998402,0.001557423752394564,0,3.680666581664437e-5,0,0,1.9567241152989144e-4,0.023026913877745133,0,0.0017547162815798093,0,0,0.23917905914026139
0,0.06511070625712048,2.4404138903537067e-4,0.18743775274497948,0,0.0052215544616370955,0.005567823673532803,1.3357702171056316e-4,2.0855903648907327e-4,0.00120023668233853,0,0,0.0011470499771819038,0.01720347119814494,0.003953672907348123,0,0.0028277215842383795,6.513316885063307e-4,0.0044979911380979825,0.00037576478776746005,2.455773418646223e-4,2.8384489727632486e-4,0.49924520681023155,0.010757316579867353,0,0.19368679982263162
6.628849492708322e-6,0.007042902729966186,8.042032829752752e-4,0.008166486910008855,0,0.002557238201437738,0.0018922415144998202,8.801378304701488e-4,9.087849348023912e-4,0.5815466997779467,0.3054015062231446,0.0021173616015441672,1.3026039414848513e-4,0,0.0017466426827845377,0.002998552046848582,0.0035577541834018347,0.005406719946936651,0.015702998522136413,0.0025738201468871206,0,0.003557826596860165,0,0,0.006104835352930942,0.046896398270776775
8.494756316365462e-5,0.008172761554120611,0,0.06971915254368767,0,1.8873302808035492e-4,1.2314587779685192e-5,0,0,0.004775454576187436,3.779171795397925e-5,0,0,0.0023707010183120205,3.372516285170054e-4,1.5551379011084662e-4,4.7820646375742663e-5,0.026957434875359256,0.5400571766087326,4.847374960304103e-4,0,0.3109257370776294,0.0015353946504688778,0,6.925401273925652e-4,0.03344453651009789
4.819674420854038e-5,0,7.44469894241082e-5,0.04183942005042587,0,0,0.0012742166230552269,0,0.003629049563497371,0,0,3.189372038923687e-4,2.9609895683771546e-4,0.5595240303160403,4.990073054876905e-4,0,0.0014042524835822588,0.38227926488820263,8.913800285965033e-4,3.202299171164091e-4,0.003540658101961106,0,0,0.004060810827671975,0,0
0,0.004134345900316739,2.8624955203668235e-4,0,6.83415682878517e-4,0.022134088989782842,1.3452915697704672e-4,0,4.080545168907731e-4,0,0,0.0019470272435281382,1.8570695750523203e-4,0.0012574016122050464,0,9.835138708279803e-6,3.657842480583485e-4,0.7380132179836357,0.0015261391041371559,2.552491302197832e-4,0,0.03610434498984409,0.05097958798338765,0.014104848611477863,0.004486564720128262,0.12298360847828188
1.617005792471572e-4,0.014556493739291958,0.0016021546989471508,0.4727877578292237,0,8.767929855695802e-4,7.779239420616371e-4,0,0.06677145055925578,0,0.006475246248602586,0.011146869343953454,9.475797039825749e-4,0.037111944726014645,0.014649342705306703,0.0014257321876140444,0.032755470626561124,0,0.003207355465591052,6.113651511756118e-4,0.06388534493644697,0.0022146495955875944,0.04993121655947428,0.01056940026789684,0.03170077438370097,0.17583343376449465
0.0567596090857953,0.017157767623255587,7.862430699913047e-4,0.6186595888007385,0,0.0020315663192697103,0.001429435919221019,0.002364776472796986,0.0010727802749356625,0,0.01720169714690843,6.918091636644474e-4,3.740655250949969e-4,0.002390644657649932,0,0,1.2249242305268103e-4,0.2456478781132687,0.007109509773109252,0.003398641006532818,0.022801494624714747,0,0,0,0,0
0.009294147323187674,0.017447347852914335,0,0.052657995611515164,0,0,4.712096877568406e-4,4.114427044912674e-4,0.0011588998855841157,0.005631662453997405,0.6034035695971359,4.97101541127402e-4,1.4775266762118063e-4,0,0.0012008822875289645,0.0010142592310389577,7.692010552784603e-5,0.08772693310563223,0,6.466272529927915e-4,0,0.2122878979396529,0,0.001697701873343273,0,0.004227648878951818
1.771043031129272e-4,0.005792161279097697,3.593529263543865e-4,0.9553316316892884,0,0.006089165631101912,1.0582788448648464e-4,0,0.01253618833781887,1.2346067412435255e-4,1.2354182378931743e-4,2.2025095092817216e-5,0.0017885285565178407,0,0,6.865442982883971e-4,0.0013604311756509888,0,0,0.010588479778581378,0,0.004248015807980734,0,0,0,6.675407387135098e-4
0.001883165176217785,0.0050171950060828455,0,0.03168476542730915,0,0.0016533013551058144,2.3903079564893584e-4,0,0.006546230335379589,9.257871268700892e-4,0,0.002739733128975543,3.8952139962560234e-5,0.01962784916322994,6.84997988836261e-4,0.001129383718102775,6.649199307669688e-5,0.7578266209532837,0.0020484782474314124,4.202950274664236e-4,0.0926811080405181,0.06661280563195189,0,0,0,0.008173808744550582
